Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,title_keywords,patents,companies,companies_count
"Bowdish, Dawn M",McMaster University,Catalyst Grant: Pilot Projects in Aging,201003IAP,Institute of Aging Pilot Projects,Molecular mechanisms of monocyte/macrophage immunosenscence and susceptibility to Streptococcus pneumoniae infection in the elderly,"$50,000 ",$0 ,1 yr 0 mth ,Aging,AGING; PNEUMONIA; RESPIRATION,2010-08-01,2011-07-31,"monocyte, macrophage, Streptococcus pneumoniae",0,0,0.0
"Duffy, Anne C","Queen's University (Kingston, Ontario)",Op. Grant: TiC - Evaluation Grants - On-Campus Post-Secondary Mental Hlth Serv,201902TG1,Operating Grant: Transitions in Care - Evaluation Grants,U-Flourish student mental health research:  Transitions to mental health care,$0 ,$0 ,2 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",HEALTH SERVICES RESEARCH; PSYCHOSOCIAL AND HEALTH BEHAVIOURS; MENTAL HEALTH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2019-04-01,2021-03-31,"mental health, student, transitions",0,0,0.0
"Dolinsky, Vernon W",University of Manitoba,"Environments, Genes and Chronic Disease",201509ECD,"Other: Programmatic Grants in Environments, Genes and Chronic Disease",The Developmental Origins of Obesity and Obesity-related Complications in Children,"$2,000,000 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",OBESITY; DIABETES MELLITUS; METABOLISM/DIABETES; ENVIRONMENTAL INFLUENCES ON HEALTH,2015-11-01,2020-10-31,"obesity, children, developmental",0,0,0.0
"Ostrowski, Mario A",University of Toronto,China-Canada Joint Health Research Initiative,201003CCI,China-Canada Joint Health Research Initiative - Grants Program,Understanding T cell exhaustion in human M. tuberculosis infection,"$131,425 ",$0 ,3 yrs 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; IMMUNOLOGY-TRANSPLANTATION; BACTERIOLOGY,2011-01-01,2013-12-31,"T cell, exhaustion, M. tuberculosis",1,"Altor BioScience, LLC.",1.0
"Kubes, Paul",University of Calgary,Catalyst Grant: Sex as a Variable in Biomedical Research,201711SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Exploring the role of sex-hormone driven natural antibody during bloodstream E. coli infections,"$150,000 ",$0 ,2 yrs 0 mth ,Gender and Health,INFECTIOUS AND PARASITIC; BLOOD; HEALTH RESEARCH; IMAGING,2018-04-01,2020-03-31,"sex-hormone, natural antibody, E. coli",0,0,0.0
"Corbeil, Jacques",Universite Laval,Op Grant: Emerging COVID-19 Research Gaps & Priorities - Post COVID-19 condition,202104GA4,Operating Grant: Emerging COVID-19 Research Gaps & Priorities - Post COVID-19 condition,COVID19 persistent symptomatology: an investigation of the metabolomic and proteomic underpinning,"$394,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,"VIRAL; POPULATION HEALTH; VIROLOGY; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",2021-06-01,2022-05-31,"COVID19, metabolomics, proteomics",0,0,0.0
"Bowdish, Dawn M",McMaster University,Operating Grant: Geroscience Demonstration Grants,201811GER,Operating Grant:Geroscience Demonstration Grants,Using models of early life stress to identify prognostic biomarkers of unhealthy aging,"$450,000 ",$0 ,3 yrs 0 mth ,Aging,AGING; DETERMINANTS OF HEALTH; IMMUNOLOGY-TRANSPLANTATION,2019-03-01,2022-02-28,"early life stress, biomarkers, aging",0,0,0.0
"Ostrowski, Mario A",University of Toronto,Operating Grant: Innovative Biomedical and Clinical HIV/AIDS Research,201702IBC,Innovative Biomedical and Clinical HIV/AIDS Research,Developing a Novel Modular Nanoparticle Vaccine Strategy to Induce Durable Systemic and Mucosal HIV Envelope Specific Antibodies,"$250,000 ",$0 ,1 yr 6 mths ,Infection and Immunity,AIDS; VIRAL; IMMUNOLOGY-TRANSPLANTATION; VIROLOGY,2017-06-01,2018-11-30,"Nanoparticle, Vaccine, HIV",0,0,0.0
"Rose, Louise",University of Toronto,Knowledge Synthesis Grant,201404KRS,Knowledge Synthesis Grant,Cough augmentation techniques to optimize weaning success and prevent reintubation for critically ill patients,"$80,000 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,RESPIRATION,2014-10-01,2015-09-30,"cough augmentation, weaning, reintubation",0,0,0.0
"Pringsheim, Tamara M",University of Calgary,Catalyst Grant: Post Market Drug Safety and Effectiveness,200910DSA,Catalyst Grant: Post Market Drug Safety and Effectiveness,"Post Market Drug Safety and Effectiveness of Atypical Antipsychotics in Children With Disruptive Behaviour Disorders, Mood Disorders and Developmental Disorders","$66,826 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",MENTAL AND BEHAVIOURAL DISEASES; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; DRUG RESEARCH; MENTAL HEALTH,2010-03-01,2011-02-28,"Antipsychotics, Safety, Children",0,0,0.0
"Fucile, Sandra","Queen's University (Kingston, Ontario)","Operating Grant: ECI grants in Maternal, Reproductive, Child & Youth Health",201805MRC,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",Developmental outcomes of preterm infants enrolled in a randomized clinical trial of a parent administered sensorimotor intervention in the neonatal intensive care unit.,"$104,055 ",$0 ,3 yrs 0 mth ,"Human Development, Child and Youth Health",NONE OF THE ABOVE; HEALTH RESEARCH,2018-11-01,2021-10-31,"preterm, sensorimotor, neonatal",0,0,0.0
"Franco, Eduardo L",McGill University,"Op Gr:Understanding/mitigating impacts of COVID-19 on children, youth & families",202107UIP,"Understanding/mitigating impacts of COVID-19 on children, youth & families",Impact of the COVID-19 pandemic on cancer care and outcomes in children and adolescents,"$143,721 ",$0 ,1 yr 0 mth ,Cancer Research,HEALTH CARE DELIVERY; CANCER; HEALTH RESEARCH,2021-10-01,2022-09-30,"COVID-19, cancer, outcomes",0,0,0.0
"Potvin, Stephane",Universite de Montreal,Catalyst Grant: Prevention and Treatment of Illicit Substance Use,200911CSU,Catalyst Grant: Prevention and Treatment of Illicit Substance Use,"The clinical and biological correlates of cannabis craving in schizophrenia, and its treatment with trans-cranial magnetic stimulation","$89,816 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; SCHIZOPHRENIA; MENTAL HEALTH,2010-05-01,2011-04-30,"cannabis craving, schizophrenia, transcranial magnetic stimulation",0,0,0.0
"Horwitz, Marc S",University of British Columbia,Catalyst Grant: Infection & Immunity - HIV/AIDS Res - Biomedical/Clinical Stream,200909CI2,Catalyst Grant: Infection and Immunity,Development of an anti-HIV-1 specific microbicide using Caulobacter crescentus S-layer mediated display,"$100,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,AIDS; VIRAL; VIROLOGY; HEALTH RESEARCH,2010-03-01,2011-02-28,"HIV-1, microbicide, Caulobacter crescentus",0,0,0.0
"Morais, Jose A",Research Institute of the McGill University Health Centre,Operating Grant: Understanding the Health Impact of Inactivity - IMHA,201808UH2,Operating Grant : Understanding the Health Impact of Inactivity,Unraveling the mechanisms underlying of bed rest-induced muscle atrophy and of an exercise countermeasure,"$200,000 ",$0 ,1 yr 6 mths ,Musculoskeletal Health and Arthritis,MUSCULO SKELETAL; AGING; CELL BIOLOGY,2018-12-01,2020-05-31,"muscle atrophy, bed rest, exercise",0,0,0.0
"Kubes, Paul",University of Calgary,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Variants,202104GA1,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Variants,Intravital imaging of COVID-19 lungs to visualize pathogenic differences between SARS-CoV-2 variants of concern,"$499,829 ",$0 ,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; MULTIDISCIPLINARY; IMMUNOLOGY-TRANSPLANTATION; IMAGING,2021-06-01,2022-05-31,"intravital imaging, COVID-19, SARS-CoV-2",0,0,0.0
"Iyer, Srividya N",CIUSSS de l'Ouest-de-l'Ile-de-Montreal-Douglas Hospital,Patient-Oriented Research Collaboration Grants,201612PEG,Patient Engagement - Collaboration Grants (SPOR),Making family engagement and family peer support a reality in early intervention programs for psychosis : Building capacity and consensys across stakeholders,"$25,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",SCHIZOPHRENIA; HEALTH CARE DELIVERY; MENTAL HEALTH; HEALTH SERVICES RESEARCH,2017-03-01,2018-02-28,"family engagement, peer support, early intervention",0,0,0.0
"Chu, Derek K",McMaster University,Op. Grant: Data Analysis Using Existing Databases and Cohorts-Infection/Immunity,202310EC8,Op.Grant:Data Analysis Using Existing Databases and Cohorts,"Investigating the effect of prepartum, intrapartum, and postpartum factors and the Risk of Food Allergy in Children: Evidence from the CHILD Cohort Study.","$75,000 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",DETERMINANTS OF HEALTH; EPIDEMIOLOGY; HEALTH RESEARCH; POPULATION HEALTH,2024-03-01,2025-02-28,"food allergy, cohort study, children",0,0,0.0
"Seely, Dugald M",Institute of Naturopathic Education and Research (Toronto),Knowledge Synthesis Grant,200905KRS,Knowledge Synthesis Grant,Natural health products used for prevention and treatment of breast cancer: a systematic & scoping review of the literature,"$99,360 ",$0 ,1 yr 0 mth ,Cancer Research,BREAST CANCER; BREAST CANCER THERAPY; CANCER; ALTERNATIVE MEDICINE,2010-01-01,2010-12-31,"natural health, breast cancer, prevention",0,0,0.0
"Bhat, Venkat",Unity Health Toronto,Operating Grant: Knowledge Synthesis: COVID-19 in Mental Health & Substance Use,202005CMS,Mental Health and Substance Use Responses to COVID-19,Developing a Rational Approach Towards Offering Procedural Interventions (ECT & rTMS) for At Risk Populations in Psychiatry During the COVID-19 Pandemic: An Interdisciplinary Evidence Synthesis.,"$49,949 ",$0 ,0 yr 6 mths ,"Neurosciences, Mental Health and Addiction",,2020-05-01,2020-10-31,"ECT, rTMS, Psychiatry",0,0,0.0
"Wu, Jian Hui",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Operating Grant: COVID-19 - Therapeutics,202002OV3,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Repurposing of FDA-approved drugs as novel therapeutics for COVID-19,"$478,000 ",$0 ,2 yrs 0 mth ,Cancer Research,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; DRUG RESEARCH,2020-04-01,2022-03-31,"FDA-approved drugs, COVID-19, therapeutics",0,0,0.0
"Elahi, Shokrollah",University of Alberta,"Operating Grant: ECI grants in Maternal, Reproductive, Child & Youth Health",201705MRC,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",The immune pathogenesis of neonatal infection: Relevance to digestive health,"$75,000 ",$0 ,3 yrs 0 mth ,Infection and Immunity,PERINATAL; PREGNANCY/BIRTH; IMMUNOLOGY-TRANSPLANTATION; REPRODUCTION/PREGNANCY,2017-10-01,2020-09-30,"immune, neonatal infection, digestive health",0,0,0.0
"Stewart, Duncan J",Ottawa Hospital Research Institute,Catalyst Grant: Sex as a Variable in Biomedical Research,201511SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Profound sex differences in a sub-strain of Sprague-Dawley rats exhibiting genetically determined hyper-responsiveness to VEGFR2 inhibition causing severe pulmonary arterial hypertension,"$139,146 ","$5,300 ",2 yrs 0 mth ,Circulatory and Respiratory Health,HYPERTENSION; CARDIOLOGY; CARDIOVASCULAR,2016-03-01,2018-03-31,"VEGFR2, pulmonary hypertension, rats",0,0,0.0
"Andrews, Christopher N",University of Calgary,Catalyst Grant: Cannabis Research in Urgent Priority Areas,201810CRU,Cannabis Research in Urgent Priority Areas,Cannabinoid Hyperemesis Syndrome: Evaluation of Health Burden and Treatment Strategies,"$120,800 ",$0 ,1 yr 0 mth ,Population and Public Health,GASTRO-INTESTINAL DISEASE; MENTAL AND BEHAVIOURAL DISEASES; GASTROINTESTINAL (LIVER); MENTAL HEALTH,2019-03-01,2020-02-29,"Cannabinoid, Hyperemesis, Syndrome",1,Visceral Therapeutics Inc.,1.0
"Jolicoeur, Paul",Institut de recherches cliniques de Montreal,Catalyst Grant: HIV/AIDS and Co-morbidities - Biomedical/Clinical,201010HC1,HIV/AIDS and Co-morbidities,Developing animal models of mycobacteria tuberculosis infection and reactivation in AIDS,$0 ,$0 ,1 yr 0 mth ,Infection and Immunity,AIDS; VIRAL; VIROLOGY; IMMUNOLOGY-TRANSPLANTATION,2011-03-01,2012-02-29,"mycobacteria, tuberculosis, infection",0,0,0.0
"Shynlova, Oksana",Sinai Health System (Toronto),Catalyst Grant: Catalyzing Innovation in Preterm Birth Research,201608CIP,Catalyst Grant: Catalyzing Innovation in Preterm Birth Research,Magnetic Resonance Imaging of cervical morphology and maternal serum blood markers predict spontaneous human preterm birth,"$199,650 ",$0 ,2 yrs 0 mth ,"Human Development, Child and Youth Health",PREGNANCY/BIRTH; MULTIDISCIPLINARY; REPRODUCTION/PREGNANCY; IMAGING,2016-11-01,2018-10-31,"Magnetic Resonance Imaging, cervical morphology, blood markers",0,0,0.0
"El-Chaar, Darine",Ottawa Hospital Research Institute,Op Gr: COVID-19 Rapid Research FO - Clinical Mgmt/Health System Interventions,202005VR4,COVID-19 Rapid Research - Clinical Management & Health System Interventions,"The COVID-19 Ontario Pregnancy Event (COPE) Network: Assessing the impact of COVID-19 in pregnancy on maternal, fetal and newborn health","$795,559 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",PREGNANCY/BIRTH; INFECTIOUS AND PARASITIC; REPRODUCTION/PREGNANCY; VIROLOGY,2020-06-01,2021-05-31,"COVID-19, pregnancy, maternal health",0,0,0.0
"Tokuyama, Maria",University of British Columbia,Cat. Gr.: STBBI Res.: Beyond HIV/AIDS/Hep. C- STBBI other than HIV/hep. C (gen.),202305SR7,STBBI Research in Canada: Beyond HIV/AIDS and Hepatitis C (Catalyst),Designing a novel vaccine against herpes simplex virus 2,"$99,715 ",$0 ,1 yr 0 mth ,Infection and Immunity,GENITO/URINARY SYSTEM; VIRAL; VIROLOGY; IMMUNOLOGY-TRANSPLANTATION,2023-07-01,2024-06-30,"vaccine, herpes simplex virus 2",0,0,0.0
"Hayden, Jill A",Dalhousie University (Nova Scotia),Knowledge Synthesis Grant,201304KRS,Knowledge Synthesis Grant,Individual recovery expectations and prognosis of low back pain: Synthesis and implementation of prognostic factor evidence,"$94,448 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,MUSCULO SKELETAL; EPIDEMIOLOGY; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.; HEALTH RESEARCH,2013-10-01,2014-09-30,"low back pain, prognosis, prognostic factors",0,0,0.0
"MacIntosh, Bradley J","Sunnybrook Research Institute (Toronto, Ontario)",Catalyst Grant: Pilot Projects in Aging,200909IAP,Institute of Aging Pilot Projects,Functional and physiological consequences of small vessel disease,"$49,350 ",$0 ,1 yr 0 mth ,Aging,AGING; ATHEROSCLEROSIS; IMAGING; NERVOUS SYSTEM,2010-02-01,2011-01-31,"small vessel, disease, physiological",0,0,0.0
"Ratcliffe, Elyanne M",McMaster University,Operating Grant: CAG Gastroenterology/Nutrition,200810GNO,CIHR - INMD  - CAG (Canadian Association of Gastroenterology) Partnership,Roles of Guidance Molecules in the Development of Brain-Gut  Connections,"$45,000 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",GASTRO-INTESTINAL DISEASE; CONGENITAL ANOMALIES; GASTROINTESTINAL (LIVER); NERVOUS SYSTEM,2008-07-01,2009-06-30,"Guidance molecules, Brain-Gut, Connections",0,0,0.0
"Forde, Nancy R","Simon Fraser University (Burnaby, B.C.)",Catalyst Grant: Bone Health,201006CBO,Catalyst Grant: Bone Health,Molecular effects on bone mechanics: structural and mechanical studies of type-II collagen,"$99,487 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"SKIN AND SUBCUTANEOUS TISSUS; MULTIDISCIPLINARY; MUSCLE, BONE, OR JOINT; BIOPHYSICS",2010-11-01,2011-10-31,"molecular, collagen, bone",0,0,0.0
"Mubareka, Samira","Sunnybrook Research Institute (Toronto, Ontario)",Catalyst Grant: Pandemic Preparedness,200904PAP,Pandemic Preparedness,Understanding the role of host factors in human influenza virus transmission,"$100,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; VIRAL; HEALTH RESEARCH; VIROLOGY,2009-08-01,2010-07-31,"host, influenza virus, transmission",0,0,0.0
"Phillips, Stuart M",McMaster University,Catalyst Grant: Analysis of CLSA Data,201608ACD,Catalyst Grant: Analysis of CLSA Data,Sarcopenia and mobility impairment and the associated consequences in Canadians: an analysis of the Canadian Longitudinal Study on Aging (CLSA),"$70,000 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; AGING; MUSCLE, BONE, OR JOINT",2017-03-01,2018-02-28,"Sarcopenia, mobility impairment, aging",1,Exerkine Corporation,1.0
"Vinet, Evelyne",Research Institute of the McGill University Health Centre,Catalyst Grant: Musculoskeletal Health and Arthritis,201701CMA,MSK Health - Catalyst Grant IMHA,The Lupus prEGnAnCY (LEGACY) Cohort,"$100,000 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"LUPUS; ARTHRITIS/OSTEOARTHRITIS; MUSCLE, BONE, OR JOINT",2017-03-01,2018-02-28,"Lupus, Pregnancy, Cohort",0,0,0.0
"Yu, Amy Ying Xin","Sunnybrook Research Institute (Toronto, Ontario)",O. Gr.: Addr. the Health Impacts of COVID-19 - Imp. of def/disp care on health,202111WI1,Operating Grant : Addressing the Wider Health Impacts of COVID-,Virtual Innovation for Stroke Investigation and Treatment during COVID19 across Canada (VISIT-Canada),"$401,383 ",$0 ,2 yrs 0 mth ,Circulatory and Respiratory Health,"STROKE, HEART FAILURE; HEALTH SERVICES RESEARCH; CARDIOVASCULAR",2022-02-01,2024-01-31,"Virtual, Stroke, Investigation",0,0,0.0
"Blakney, Anna",University of British Columbia,Catalyst Grant: STBBI Research in Canada: Beyond HIV/AIDS/Hepatitis C - General,202106SC1,Catalyst Grant - STBBI Research in Canada: Beyond HIV/AIDS and Hepatitis C,Mechanisms of immunity and protection against Chlamydia of RNA and protein vaccines,"$100,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; OTHER VENERAL; DRUG RESEARCH; BACTERIOLOGY,2021-11-01,2022-10-31,"immunity, Chlamydia, vaccines",1,Imperial College Innovations Limited,1.0
"Olson, David M",University of Alberta,Operating Grant: Health Effects of the Alberta Wildfires - Other,201610EA4,Health Effects of the Alberta Wildfires,"Intervention to improve perinatal outcomes following the 2016 Alberta wildfires: administration, effectiveness and community implementation","$500,000 ",$0 ,2 yrs 0 mth ,"Human Development, Child and Youth Health",PREGNANCY/BIRTH; ENVIRONMENTAL INFLUENCES ON HEALTH; REPRODUCTION/PREGNANCY,2016-11-01,2018-10-31,"perinatal outcomes, wildfire, intervention",0,0,0.0
"Sin, Donald",University of British Columbia,Catalyst Grant: Sex as a Variable in Biomedical Research,201511SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Personalizing Inhaler Therapy For Men and Women With Chronic Obstructive Pulmonary Disease (COPD),"$150,000 ",$0 ,2 yrs 0 mth ,Circulatory and Respiratory Health,CHRONIC OBSTRUCTIVE LUNG DISEASE; RESPIRATION; DRUG RESEARCH,2016-03-01,2018-03-31,"Inhaler, COPD, Personalization",0,0,0.0
"Tannenbaum, Cara",Universite de Montreal,Catalyst Grant: Pilot Projects in Aging,200909IAP,Institute of Aging Pilot Projects,Mechanisms of brain-bladder dysfunction in the elderly: an fMRI pilot study,"$50,000 ",$0 ,1 yr 0 mth ,Aging,"GENITO/URINARY SYSTEM; GERIATRICS; RENAL FUNCTION, NEPHROLOGY, UROLOGY",2010-02-01,2011-01-31,"brain-bladder, fMRI, dysfunction",0,0,0.0
"Pagliardini, Silvia",University of Alberta,Catalyst Grant: Catalyzing Innovation in Preterm Birth Research,201608CIP,Catalyst Grant: Catalyzing Innovation in Preterm Birth Research,Control of expiration in the newborn period,"$199,852 ",$0 ,2 yrs 0 mth ,Circulatory and Respiratory Health,SLEEP DISORDERS; RESPIRATION; NERVOUS SYSTEM,2016-11-01,2018-10-31,"expiration, newborn, control",0,0,0.0
"Sawatzky, Bonita J",University of British Columbia,Patient-Oriented Research Collaboration Grants,201612PEG,Patient Engagement - Collaboration Grants (SPOR),Adult Arthrogryposis Research Registry: For patients by patients.,"$25,000 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; SPINAL CORD DISEASE; MUSCLE, BONE, OR JOINT; HEALTH RESEARCH",2017-03-01,2018-02-28,"Arthrogryposis, Registry, Patients",0,0,0.0
"Cyr, Daniel G","INRS - (Quebec, QC)",Catalyst Grant: Sex as a Variable in Biomedical Research,201511SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Chemical-induced gender specific hepatic cancer: a rodent model for understanding gender specific effects,"$150,000 ",$0 ,2 yrs 0 mth ,Gender and Health,LIVER DISEASE; ENVIRONMENTAL INFLUENCES ON HEALTH; MOLECULAR BIOLOGY,2016-03-01,2018-03-31,"chemical, hepatic, cancer",0,0,0.0
"Graff-Guerrero, Ariel",Centre for Addiction and Mental Health (Toronto),Op Grant: Emerging COVID-19 Research Gaps & Priorities - Post COVID-19 condition,202104GA4,Operating Grant: Emerging COVID-19 Research Gaps & Priorities - Post COVID-19 condition,Long COVID-19 on the human brain,"$932,475 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; MENTAL HEALTH; NERVOUS SYSTEM,2021-06-01,2022-05-31,"COVID-19, brain, neurological",0,0,0.0
"Roos, Leslie E",University of Manitoba,"Operating Grant: ECI grants in Maternal, Reproductive, Child & Youth Health",202102MRC,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",The Building Regulation in Dual Generations Program (BRIDGE); Preventing the intergenerational transmission of mental illness in at-risk preschool children,"$105,000 ",$0 ,3 yrs 0 mth ,"Human Development, Child and Youth Health",DEPRESSION; PSYCHO-SOCIAL AND BEHAVIOURAL RESEARCH; MENTAL HEALTH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2021-04-01,2024-03-31,"building regulation, dual generations, mental illness",0,0,0.0
"McKinnon, Margaret",McMaster University,Op. Gr.: Addr. Wider Impacts of COVID-Imp. on social/econ/pop iss/pbl outcomes,202111WI2,Operating Grant : Addressing the Wider Health Impacts of COVID-,Public safety salute:  An ongoing surveillance and knowledge mobilization plan to support the needs of Canadian Public Safety Personnel impacted by the COVID-19 pandemic,"$499,096 ",$0 ,2 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; MENTAL HEALTH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2022-02-01,2024-01-31,"surveillance, public safety, COVID-19",0,0,0.0
"Sinden, Kathryn E","Lakehead University (Thunder Bay, Ontario)",Operating Grant: Knowledge Synthesis: COVID-19 in Mental Health & Substance Use,202005CMS,Mental Health and Substance Use Responses to COVID-19,Protecting those who Protect Us: An evaluation and synthesis of resources deployed to support firefighter mental health during COVID-19,"$49,968 ",$0 ,0 yr 6 mths ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; PSYCHO-SOCIAL AND BEHAVIOURAL RESEARCH; MENTAL HEALTH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2020-05-01,2020-10-31,"firefighter, mental health, COVID-19",0,0,0.0
"Leclerc, Denis",Universite Laval,Operating Grant: COVID-19 - Vaccines,202002OV5,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Development of a nanoparticle-based vaccine candidate to the SARS-CoV-2,"$717,645 ",$0 ,2 yrs 0 mth ,Infection and Immunity,VIRAL; VIROLOGY; HEALTH RESEARCH,2020-02-01,2022-01-31,"nanoparticle, vaccine, SARS-CoV-2",0,0,0.0
"Brooks, Steven C","Queen's University (Kingston, Ontario)",Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Vaccines,202104GA2,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Vaccines,Canadian COVID-19 Emergency Department Rapid Response Network: Determining Real-World Vaccine Effectiveness and Duration of Protection Against Variants of Concern,"$496,134 ",$0 ,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; NOT CLASSIFIED,2021-06-01,2022-05-31,"COVID-19, Vaccine, Effectiveness",0,0,0.0
"Gagnon, France",University of Toronto,Catalyst Grant: Sex as a Variable in Biomedical Research,201711SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Sex-specific DNA methylation marks in VKORC1 and UBIAD1 as variables in clinical decision rules for recurrent VTE,"$150,000 ",$0 ,2 yrs 0 mth ,Genetics,"EPIDEMIOLOGY; CLOTTING DEFECTS/THROMBOSIS; GENETICS; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",2018-04-01,2020-03-31,"DNA methylation, VKORC1, VTE",0,0,0.0
"Loeb, Mark B",McMaster University,Op Gr: COVID-19 Rapid Research FO - Clinical Mgmt/Health System Interventions,202005VR4,COVID-19 Rapid Research - Clinical Management & Health System Interventions,Medical Masks versus N95 Respirators to Prevent COVID-19 in Healthcare Workers: A Randomized Trial,"$624,953 ",$0 ,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; HEALTH RESEARCH,2020-06-01,2021-05-31,"Medical masks, N95 respirators, COVID-19",0,0,0.0
"Hawken, Steven",Ottawa Hospital Research Institute,Operating Grant: Data Analysis Using Existing CDN Databases and Cohorts,202310EDC,Op.Grant:Data Analysis Using Existing Databases and Cohorts,Deep Learning Models for Prediction of Pre-eclampsia from Prenatal Ultrasound Placental Imaging,"$74,796 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",,2024-03-01,2025-02-28,"Deep Learning, Pre-eclampsia, Ultrasound",0,0,0.0
"Barrett, Sean P",Dalhousie University (Nova Scotia),Cat Grant: Cannabis Research in Urgent Priority Areas-Cannabis and Mental Health,201810CU1,Cannabis Research in Urgent Priority Areas,Examining the pharmacological and non-pharmacological influences of cannabidiol (CBD) on stress responsivity in healthy men and women,"$84,220 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; PSYCHO-SOCIAL AND BEHAVIOURAL RESEARCH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.; MENTAL HEALTH,2019-03-01,2020-02-29,"cannabidiol, stress, responsivity",0,0,0.0
"Loo, Vivian G",Research Institute of the McGill University Health Centre,Operating Grant: Antimicrobial Resistance,201611ARF,Operating Grant: Antimicrobial Resistance,Evaluation of Ultrasensitive Toxin Detection and Molecular Assays for the Diagnosis of Clostridium difficile Infection and Asymptomatic Colonization.,"$299,988 ",$0 ,2 yrs 0 mth ,Infection and Immunity,HEALTH RESEARCH; BACTERIOLOGY,2016-06-01,2017-01-31,"Ultrasensitive, Toxin Detection, Molecular Assays",0,0,0.0
