Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,title_keywords,patents,companies,companies_count
"Perreault, Claude",Universite de Montreal,Catalyst Grant: Sex as a Variable in Biomedical Research,201711SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Sexual dimorphism of thymic epithelial cells,"$150,000 ",$0 ,2 yrs 0 mth ,Infection and Immunity,"INFECTIOUS AND PARASITIC; ENDOCRINOLOGY; IMMUNOLOGY-TRANSPLANTATION; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",2018-04-01,2020-03-31,"thymic epithelial cells, sexual dimorphism",0,0,0.0
"Mizuno, Tooru M",University of Manitoba,Catalyst Grant: Pilot Projects in Aging,200903IAP,Institute of Aging Pilot Projects,Short-term caloric restriction and hypothalamic expression of nutrient-sensitive genes,"$50,000 ",$0 ,1 yr 0 mth ,Aging,AGING; METABOLISM AND NUTRITION; NERVOUS SYSTEM,2009-08-01,2010-07-31,"caloric restriction, hypothalamic, nutrient-sensitive genes",0,0,0.0
"Pick, Neora",University of British Columbia,Catalyst Grant: Infection and Immunity - New Investigator Catalyst Grant,200909CI1,Catalyst Grant: Infection and Immunity,HIV-Related Cognitive Impairment in the HAART Era: A Pilot Project,"$84,368 ",$0 ,1 yr 0 mth ,Infection and Immunity,MULTIDISCIPLINARY; VIRAL; VIROLOGY; AGING,2010-03-01,2011-02-28,"HIV, Cognitive Impairment, HAART",0,0,0.0
"Boucoiran, Isabelle","Centre hospitalier universitaire Sainte-Justine (Montreal, Quebec)","Operating Grant: ECI grants in Maternal, Reproductive, Child & Youth Health",201705MRC,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",Non primary cytomegalovirus infections in pregnancy,"$75,000 ",$0 ,3 yrs 0 mth ,"Human Development, Child and Youth Health",VIRAL; CONGENITAL ANOMALIES; VIROLOGY; REPRODUCTION/PREGNANCY,2017-10-01,2020-09-30,"cytomegalovirus, infections, pregnancy",0,0,0.0
"Siminovitch, Katherine A",Sinai Health System (Toronto),Operating Grant: Mechanisms in Brain Aging and Dementia,202307BHC,Operating Grant: Brain Health and Cognitive Impairment in Aging,Resilience to age-related dementia by the microglial ABI-WAVE2 signaling axis,"$749,990 ",$0 ,3 yrs 0 mth ,Aging,AGING,2023-11-01,2026-10-31,"microglial, ABI-WAVE2, dementia",0,0,0.0
"Choy, Jonathan C","Simon Fraser University (Burnaby, B.C.)","Catalyst Grant: Environments, Genes and Chronic Disease",201304CEN,"Catalyst Grant: Environments, Genes and Chronic Disease",The endogenous microbiota and Th17 cells in abdominal aortic aneurysm,"$100,000 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,NONE OF THE ABOVE; CARDIOVASCULAR; IMMUNOLOGY-TRANSPLANTATION,2013-10-01,2014-09-30,"microbiota, Th17 cells, aneurysm",0,0,0.0
"Rao, Yong",Research Institute of the McGill University Health Centre,China-Canada Joint Health Research Initiative,201003CCI,China-Canada Joint Health Research Initiative - Grants Program,Genetic and drug screen for modulators of aggressive behavior in genetic model systems,"$146,550 ",$0 ,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; SCHIZOPHRENIA; MENTAL HEALTH; GENETICS,2011-01-01,2013-12-31,"genetic, drug screen, aggressive behavior",0,0,0.0
"Rizvi, Sakina",Unity Health Toronto,Op Gr: COVID-19 MH/SU - Developing Innovative Adaptations of Services/Delivery,202007MS2,COVID-19 Mental Health & Substance Use Service Needs and Delivery,"Mitigating suicide risk during the COVID-19 pandemic via telehealth using an intensive single session of ""Brief Skills for Safer Living""","$193,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; PSYCHO-SOCIAL AND BEHAVIOURAL RESEARCH; MENTAL HEALTH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2020-09-01,2021-08-31,"suicide risk, telehealth, brief skills",0,0,0.0
"Siden, Harold B",University of British Columbia,Knowledge Synthesis Grant,201404KRS,Knowledge Synthesis Grant,"A Scoping Review to Examine the Extent and Quality of Literature on Symptoms in Children with Rare, Progressive Disorders","$50,000 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",MULTIDISCIPLINARY; HEALTH CARE DELIVERY; HEALTH RESEARCH,2014-10-01,2015-09-30,"Symptoms, Children, Disorders",0,0,0.0
"Cohen, Alan A",Universite de Sherbrooke,Catalyst Grant: Sex as a Variable in Biomedical Research,201511SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Toward a clinically applicable characterization of sex differences in biological aging,"$149,452 ",$0 ,2 yrs 0 mth ,Gender and Health,AGING; EPIDEMIOLOGY; GERONTOLOGY,2016-04-01,2018-03-31,"biological aging, sex differences",1,0,0.0
"MacIntosh, Bradley J","Sunnybrook Research Institute (Toronto, Ontario)",Catalyst Grant: Secondary Analysis of Neuroimaging Databases,201310CSE,Catalyst Grant: Secondary Analysis of Neuroimaging Databases,Identifying new physiological biomarkers of Alzheimer's disease from functional and perfusion MRI,"$100,000 ",$0 ,2 yrs 0 mth ,Aging,ALZHEIMER'S DISEASE; AGING; IMAGING,2013-12-01,2015-11-30,"biomarkers, MRI, Alzheimer's",0,0,0.0
"Desmeules, François",CIUSSS Est-de-l'Ile-de- Montreal-Maisonneuve Rosemont,Catalyst Gr: Addres. Musculoskeletal Cond./Arthritis in Cnds - Back/Neck pain,201910AD3,Catalyst Grant: Addressing Musculoskeletal Conditions and Arthritis in Canadians,Impact of an advance practice physiotherapy model of care for older adults referred to neurosurgery for spinal pain: a prospective observational study from the CareAxis initiative,"$97,114 ","$2,885 ",1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; HEALTH CARE DELIVERY; MUSCLE, BONE, OR JOINT; NERVOUS SYSTEM",2020-03-01,2021-02-28,"physiotherapy, neurosurgery, spinal pain",0,0,0.0
"Sochett, Etienne B",Hospital for Sick Children (Toronto),Operating Grant: North America Re:Rare,201605NAF,Operating Grant: North America Re: Rare,Rifampin to reduce elevated levels of blood and urine calcium in patients with inactivating mutations in the CYP24A1 gene,"$63,136 ",$0 ,2 yrs 0 mth ,Genetics,"ENDOCRINOLOGY; NONE OF THE ABOVE; MUSCLE, BONE, OR JOINT",2016-08-01,2018-07-31,"Rifampin, calcium, CYP24A1",0,0,0.0
"Tremblay, Jacques P",Universite Laval,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Variants,202104GA1,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Variants,Development of a rapid and simple test to detect the COVID-19 variants that can be used in remote areas and developing countries.,"$199,125 ",$0 ,1 yr 0 mth ,Infection and Immunity,VIRAL; POPULATION HEALTH; VIROLOGY; HEALTH SERVICES RESEARCH,2021-06-01,2022-05-31,"COVID-19, variants, test",0,0,0.0
"Carleton, R. Nicholas",University of Regina (Saskatchewan),Catalyst Grant: PTSI among PSP workers,201809PPS,Post-Traumatic Stress Injuries among Public Safety Personnel,Pan Canadian Public Safety Personnel: Ongoing Knowledge Translation and Strategic Development,"$150,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; PSYCHO-SOCIAL AND BEHAVIOURAL RESEARCH; MENTAL HEALTH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2019-03-01,2020-02-29,"Public Safety, Knowledge Translation, Strategic Development",0,0,0.0
"Woodside, Michael T",University of Alberta,Operating Grant: COVID-19 - Therapeutics,202002OV3,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Targeting programmed ribosomal frameshifting as a therapeutic strategy against 2019-nCoV,"$296,560 ",$0 ,2 yrs 0 mth ,Infection and Immunity,VIRAL; BIOPHYSICS; VIROLOGY,2020-04-01,2022-03-31,"programmed ribosomal frameshifting, 2019-nCoV, therapeutic",0,0,0.0
"Khan, Zia A",Western University (Ontario),China-Canada Joint Health Research Initiative,201205CCI,China-Canada Joint Health Research Initiative - Grants Program,The effects of curcumin and its synthetic analogues on chronic diabetic complications,"$224,700 ",$0 ,3 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",DIABETES MELLITUS; ENDOCRINOLOGY; METABOLISM/DIABETES; CARDIOVASCULAR,2013-01-01,2015-12-31,"curcumin, analogues, diabetic complications",2,"Genentech, Inc.",1.0
"Seda, Ondrej",Centre hospitalier de l'Universite de Montreal (CHUM),Catalyst Grant: Pilot Projects in Aging,200903IAP,Institute of Aging Pilot Projects,Comparative Gerontogenomics of Telomere Length,"$49,979 ",$0 ,1 yr 0 mth ,Aging,AGING; HYPERTENSION; GENETICS,2009-08-01,2010-07-31,"Gerontogenomics, Telomere, Length",0,0,0.0
"Hughson, Richard L",University of Waterloo (Ontario),Operating Grant: Understanding the Health Impact of Inactivity - ICRH,201808UH1,Operating Grant : Understanding the Health Impact of Inactivity,"Bed rest in older adults accelerates ""aging-like"" changes","$200,000 ",$0 ,1 yr 6 mths ,Aging,AGING; GERONTOLOGY; HEALTH RESEARCH,2018-12-01,2020-05-31,"bed rest, aging, older adults",0,0,0.0
"Figeys, Daniel",University of Ottawa,China-Canada Joint Health Research Initiative,201103CCI,China-Canada Joint Health Research Initiative - Grants Program,Temporal modulation of the proteome and phosphorylome in models of Alzheimer Disease,"$225,000 ",$0 ,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction","ALZHEIMER'S DISEASE; AGING; NERVOUS SYSTEM; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",2012-01-01,2014-12-31,"proteome, phosphorylome, Alzheimer",0,0,0.0
"Conrod, Patricia","Centre hospitalier universitaire Sainte-Justine (Montreal, Quebec)","Op. Gr.:Cannabis Res. in Longit. studies-Neurosciences, Ment. health/Addiction",202201RL2,Operating Grant : Cannabis Research in Longitudinal studies,"Ten-year Follow-up of the Montreal CoVenture Cohort on Cannabis and Psychosis Outcomes, Cognitive Functioning, and Synaptic Density:  A Multimodal Neuroimaging Study with MRI and PET.","$496,437 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",SCHIZOPHRENIA; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; MENTAL HEALTH; IMAGING,2022-07-01,2027-06-30,"cannabis, neuroimaging, psychosis",0,0,0.0
"Sievenpiper, John L",University of Toronto,Operating Grant: Sugar and Health,201701SAH,Operating Grant: Sugar and Health,A randomized controlled trial of the effect of replacing sugar-sweetened beverage with non-nutritive sweetened beverage or water on gut microbiome and metabolic outcomes: Strategies To OPpose SUGARS with Non-nutritive sweeteners Or Water (STOP SUGARS NOW) trial,$0 ,$0 ,2 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",OBESITY; DIABETES MELLITUS; HEALTH RESEARCH; METABOLISM/DIABETES,2017-04-01,2019-03-31,"gut microbiome, non-nutritive sweeteners, metabolic outcomes",0,0,0.0
"Eubanks, James H",University Health Network (Toronto),Catalyst Grant: Pilot Projects in Aging,200903IAP,Institute of Aging Pilot Projects,The Mammalian Sirtuin SIRT3: Mediator of Longevity?,"$50,000 ",$0 ,1 yr 0 mth ,Aging,AGING; MULTIPLE DISEASE RELEVANCE; CELL BIOLOGY,2009-08-01,2010-07-31,"Sirtuin, SIRT3, Longevity",0,0,0.0
"McKinnon, Margaret",McMaster University,Catalyst Grant: Crisis Line and App-based Support for Public Safety,202311CLA,Cat. Grant: Crisis/Suicide Line and App-based Support Models for post traum. stress in PSP,Developing cultural competency training for app-based peer supporters caring for Canadian public safety personnel,"$99,682 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; MENTAL HEALTH,2024-03-01,2025-02-28,"cultural competency, app-based, peer supporters",0,0,0.0
"Evans, Alan C",McGill University,Catalyst Grant: Secondary Analysis of Neuroimaging Databases,201310CSE,Catalyst Grant: Secondary Analysis of Neuroimaging Databases,Anatomical and functional correlates of metabolic change and cognitive decline in Alzheimer's disease: Multivariate approaches for early identification of at-risk population,"$100,000 ",$0 ,2 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",ALZHEIMER'S DISEASE; AGING; IMAGING,2013-12-01,2015-11-30,"metabolic change, cognitive decline, Alzheimer's disease",0,0,0.0
"Amoozegar, Farnaz",University of Calgary,Catalyst Grant: Cannabis Research in Urgent Priority Areas,201810CRU,Cannabis Research in Urgent Priority Areas,Cannabis for the Prophylactic Treatment of Migraine: a randomized double-blind placebo-controlled clinical trial,"$125,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",NERVOUS SYSTEM,2019-03-01,2020-02-29,"Cannabis, migraine, placebo",0,0,0.0
"Carroll, Linda J",University of Alberta,Knowledge Synthesis Grant,201304KRS,Knowledge Synthesis Grant,Depression and Multiple Sclerosis: A Systematic Review,"$100,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MULTIPLE SCLEROSIS; DEPRESSION; NERVOUS SYSTEM; MENTAL HEALTH,2013-10-01,2014-09-30,"Depression, Multiple Sclerosis, Systematic Review",0,0,0.0
"Poulin, Patricia A",Ottawa Hospital Research Institute,Op. Gr: Ev. of Interv. to Address Opioid Crisis- Non-pharm. interv. in pain mngt,201809EO1,Operating Grant :Evaluation of Interventions to Address the Opioid Crisis,"Evaluation of Project ECHO Chronic Pain and Opioid Stewardship in Ontario: Impact on Primary Care Practitioners' Self-Efficacy, Knowledge, and Prescribing Behaviours","$98,874 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,HEALTH CARE DELIVERY; MULTIPLE DISEASE RELEVANCE; POPULATION HEALTH; HEALTH SERVICES RESEARCH,2019-03-01,2020-02-29,"Chronic Pain, Opioid Stewardship, Primary Care",0,0,0.0
"Baron, Murray",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Operating Grant: North America Re:Rare,201605NAF,Operating Grant: North America Re: Rare,"Pragmatic, multicentre, cluster, cohort randomised controlled treat-to-target trial for treatment of small intestinal bacterial overgrowth in systemic sclerosis","$194,922 ",$0 ,3 yrs 0 mth ,Genetics,GASTRO-INTESTINAL DISEASE; MUSCULO SKELETAL; HEALTH RESEARCH; GASTROINTESTINAL (LIVER),2016-08-01,2019-07-31,"small intestinal bacterial overgrowth, systemic sclerosis, treat-to-target",0,0,0.0
"Cailhier, Jean-Francois",Centre hospitalier de l'Universite de Montreal (CHUM),Catalyst Grant: Pilot Projects in Aging - Biological & Clinical Aspects of Aging,201009IAB,Institute of Aging Pilot Projects,Evaluation of the Reprogramming Consequences of the Senescence-Associated Secretory Phenotype on Macrophage and Their Role in Senescent Cell Clearance,"$50,000 ",$0 ,1 yr 0 mth ,Aging,AGING; CELL BIOLOGY,2011-03-01,2012-02-29,"Reprogramming, Senescence-Associated Secretory Phenotype, Macrophage",0,0,0.0
"Knoppers, Bartha M",Universite de Montreal,"Operating Grant: Genetics (Ethics, Law and Society)",200803FFO,"Operating Grant: Genetics (Ethics, Law and Society)",Defining Stakeholders Rights and Obligations in Population Biobanks Through Material Transfer Agreements (MTAs),"$18,930 ","$1,500 ",1 yr 0 mth ,Genetics,ETHICS; HEALTH POLICY; GENETICS,2008-08-01,2009-07-31,"Stakeholders, Biobanks, Material Transfer Agreements",0,0,0.0
"Marcucci, Maura",McMaster University,Operating Grant: Mechanisms in Brain Aging and Dementia,202307BHC,Operating Grant: Brain Health and Cognitive Impairment in Aging,Mechanisms and prediction of perioperative brain injury and its long-term impact: the NeuroVISION-2 biobank initiative.,"$749,558 ",$0 ,3 yrs 0 mth ,Aging,AGING; POPULATION HEALTH; MOLECULAR BIOLOGY,2023-11-01,2026-10-31,"brain injury, neuroVISION, biobank",0,0,0.0
"Verdu, Elena F",McMaster University,Operating Grant: CAG Gastroenterology/Nutrition,200810GNO,CIHR - INMD  - CAG (Canadian Association of Gastroenterology) Partnership,Modulation of intestinal barrier function in gluten sensitivity,"$29,527 ",$0 ,2 yrs 0 mth ,Infection and Immunity,GASTRO-INTESTINAL DISEASE; GASTROINTESTINAL (LIVER),2009-07-01,2011-06-30,"intestinal barrier, gluten sensitivity, modulation",3,0,0.0
"Ogilvie, Gina S",University of British Columbia,Knowledge Synthesis Grant,201110KRS,Knowledge Synthesis Grant,Diagnostic characteristics of self collected specimens for sexually transmitted infections:  A systematic review,"$98,652 ",$0 ,1 yr 0 mth ,Infection and Immunity,POPULATION HEALTH; HEALTH CARE DELIVERY; HEALTH RESEARCH,2012-03-01,2013-02-28,"self-collected specimens, sexually transmitted infections, diagnostic",0,0,0.0
"Ravi, Bheeshma","Sunnybrook Research Institute (Toronto, Ontario)",Catalyst Grant: Musculoskeletal Health and Arthritis,201701CMA,MSK Health - Catalyst Grant IMHA,A Population-based Assessment of Opioid Use Before and After Total Joint Arthroplasty.,"$73,906 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"ARTHRITIS/OSTEOARTHRITIS; POPULATION HEALTH; MUSCLE, BONE, OR JOINT",2017-03-01,2018-02-28,"Opioid, Arthroplasty, Population",0,0,0.0
"Renaud, Stephen J",Western University (Ontario),Operating Grant: ECI grants in MRC&Y Health - Circulatory / Respiratory Health,201705MY3,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",Immune regulation of placental blood flow and fetal health.,"$75,000 ",$0 ,3 yrs 0 mth ,"Human Development, Child and Youth Health",PREGNANCY/BIRTH; PERINATAL; CELL BIOLOGY; IMMUNOLOGY-TRANSPLANTATION,2017-10-01,2020-09-30,"immune, placental blood flow, fetal health",0,0,0.0
