Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Primary_Institute,Funding_Start,title_keywords,patents,companies,companies_count,company_position,grant_id,researcher_id
"Young, Jason C",McGill University,Quebec,Project Grant,201803PJT,Cell Physiology,The Hsp70 chaperone system and protein quality control,"$860,626 ",$0 ,5 yrs 0 mth ,Aging,2018/10/01,"Hsp70, chaperone, protein quality",0,zN/A,0,zN/A,8491,4104
"Young, Trevor",Centre for Addiction and Mental Health (Toronto),Ontario,Operating Grant,201203MOP,Behavioural Sciences - B: Clinical Behavioural Sciences,Oxidative damage and compromised neuronal integrity in bipolar disorder,"$684,022 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2012/10/01,"oxidative damage, neuronal integrity, bipolar disorder",0,zN/A,0,zN/A,8492,4105
"Young, Tuma T",Cape Breton University,Nova Scotia,Cat. Gr.: Indigenous Approaches to Wellness Research- Wellness in Cancer control,201701IA1,Indigenous Approaches to Wellness Research,Applications of indigenous knowledge of birch bark oil for topical treatments of skin conditions,"$150,000 ",$0 ,0 yr 1 mth ,Infection and Immunity,3/1/2017,"birch bark oil, skin conditions, topical",0,zN/A,0,zN/A,8493,4106
"Yu, Amy Ying Xin","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - predictive analytic models,Developing a stroke-specific comorbidity index to predict mortality and disability in a population-based study,"$192,044 ",$0 ,2 yrs 0 mth ,Circulatory and Respiratory Health,9/1/2017,"stroke, comorbidity, index",0,zN/A,0,zN/A,8494,4107
"Yu, Amy Ying Xin","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Project Grant,201909PJT,Clinical Investigation - D: Cardiovascular Systems,"Stroke Metrics for quAlity, Reporting, and Translation in the implementation of EndoVascular Thrombectomy (SMART-EVT)","$1,325,008 ",$0 ,4 yrs 0 mth ,Circulatory and Respiratory Health,2020/04/01,"Stroke, Thrombectomy, EndoVascular",0,zN/A,0,zN/A,8495,4107
"Yu, Amy Ying Xin","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,O. Gr.: Addr. the Health Impacts of COVID-19 - Imp. of def/disp care on health,202111WI1,Operating Grant : Addressing the Wider Health Impacts of COVID-,Virtual Innovation for Stroke Investigation and Treatment during COVID19 across Canada (VISIT-Canada),"$401,383 ",$0 ,2 yrs 0 mth ,Circulatory and Respiratory Health,2/1/2022,"Virtual, Stroke, Investigation",0,zN/A,0,zN/A,8496,4107
"Yu, Catherine",Unity Health Toronto,Ontario,Operating Grant: Knowledge to Action,201210KAL,Operating Grant: Knowledge to Action,"Development, testing and feasibility of an interprofessional shared decision-making and goal-setting decision aid for patients with diabetes in clinical care","$198,376 ","$1,469 ",2 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",6/1/2013,"decision-making, diabetes, patient care",0,zN/A,0,zN/A,8497,4108
"Yuan, Qi",Memorial University of Newfoundland,Newfoundland and Labrador,Operating Grant,200909MOP,Systems & Circuits Neurosciences - A,A beta-adrenoceptor-mediated memory circuitry in rats,"$490,305 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2010/04/01,"beta-adrenoceptor, memory, circuitry",0,zN/A,0,zN/A,8498,4109
"Yuan, Qi",Memorial University of Newfoundland,Newfoundland and Labrador,Project Grant,201809PJT,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Locus coeruleus NE modulation in learning and Alzheimer's disease,"$749,700 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2019/04/01,"locus coeruleus, NE, Alzheimer's",0,zN/A,0,zN/A,8499,4109
"Yuan, Qi",Memorial University of Newfoundland,Newfoundland and Labrador,Project Grant,201909PJT,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Understanding what pretangle tau does to neurons and testing potential damage control by an anti-cis-ptau treatment,"$1,032,750 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2020/04/01,"tau, neurons, damage",0,zN/A,0,zN/A,8500,4109
"Yucel, Yeni H",Unity Health Toronto,Ontario,Operating Grant,201109MOP,Systems & Circuits Neurosciences - A,Lymphatics as a novel target to treat glaucoma,"$579,963 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2012/04/01,"Lymphatics, glaucoma",0,zN/A,0,zN/A,8501,4110
"Yuen, Darren A",Unity Health Toronto,Ontario,Operating Grant,201503MOP,"Hematology, Digestive Disease & Kidney",Targeting TAZ and YAP: a new approach to anti-fibrotic therapy in the kidney,"$724,329 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2015/10/01,"TAZ, YAP, anti-fibrotic",1,zN/A,0,zN/A,8502,4111
"Yuen, Darren A",Unity Health Toronto,Ontario,Project Grant,202210PJT,"Hematology, Digestive Disease & Kidney",YAP and TAZ: novel regulators of collapsing glomerulopathy,"$100,000 ",$0 ,1 yr 0 mth ,"Nutrition, Metabolism and Diabetes",2023/03/01,"YAP, TAZ, glomerulopathy",0,zN/A,0,zN/A,8503,4111
"Yuen, Darren A",Unity Health Toronto,Ontario,Project Grant,202303PJT,"Hematology, Digestive Disease & Kidney",YAP and TAZ: novel regulators of collapsing glomerulopathy,"$875,926 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2023/10/01,"YAP, TAZ, glomerulopathy",0,zN/A,0,zN/A,8504,4111
"Yuen, Ryan",Hospital for Sick Children (Toronto),Ontario,Project Grant,202010PJT,Genetics,Genome-wide tandem repeat expansions in neurological disorders,"$772,652 ",$0 ,4 yrs 0 mth ,Genetics,2021/03/01,"genome, tandem repeat, neurological disorders",0,zN/A,0,zN/A,8505,4112
"Yusuf, Salim",McMaster University,Ontario,Operating Grant,201203MOP,Clinical Investigation - D: Cardiovascular Systems,INTERSTROKE: Importance of Conventional and Emerging Risk Factors for Stroke in Different Regions and Ethnic Groups of the World,"$1,118,239 ",$0 ,4 yrs 0 mth ,Circulatory and Respiratory Health,2012/10/01,"stroke, risk factors, regions",2,zN/A,0,zN/A,8506,4113
"Yuzwa, Scott A",University of Toronto,Ontario,Project Grant,202010PJT,Molecular & Cellular Neurosciences - B,Investigating molecular mechanisms controlling the developmental emergence and maintenance of adult neural stem cells.,"$975,375 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2021/03/01,"molecular mechanisms, neural stem cells, development",0,zN/A,0,zN/A,8507,4114
"ZHOU, YANG",McGill University,Quebec,Project Grant,202309PJT,Molecular & Cellular Neurosciences - B,Gene Restoration and Functional Rescue for SCN1A Mutant Models of Neurodevelopmental Disorders,"$895,050 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2024/04/01,"Gene, Restoration, SCN1A",0,zN/A,0,zN/A,8604,4115
"Zabel, Pamela L",London Health Sciences Centre Res. Inc. (Ont.),Ontario,Alternative Radiopharmaceuticals for Medical Imaging,200909MIS,Strategic Initiative: Medical Isotope committee,Seventy-to-Ninety % Reduction of Tc-99m Required for Breast Cancer Lymphoscintigraphy,"$499,948 ","$41,391 ",2 yrs 0 mth ,Cancer Research,11/1/2009,"Tc-99m, lymphoscintigraphy, breast cancer",0,zN/A,0,zN/A,8508,4116
"Zabjek, Karl F",University of Toronto,Ontario,Catalyst Grant: Bone Health,201006CBO,Catalyst Grant: Bone Health,Biomechanical determinants of surgical outcomes in adolescents with a Paediatric Spinal deformity.,"$87,752 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,11/1/2010,"Biomechanical, surgical, spinal",0,zN/A,0,zN/A,8509,4117
"Zack, Martin H",Centre for Addiction and Mental Health (Toronto),Ontario,Operating Grant,200903MOP,Behavioural Sciences - B: Clinical Behavioural Sciences,Comparative effects of a D2 and mixed D1-D2 dopamine antagonist on gambling and amphetamine reinforcement in pathological gamblers and healthy controls,"$413,054 ",$0 ,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2009/10/01,"dopamine, antagonist, reinforcement",0,zN/A,0,zN/A,8510,4118
"Zacksenhaus, Eldad",University Health Network (Toronto),Ontario,Operating Grant,200809MOP,Molecular & Cellular Biology of Cancer,Inhibition of autophagy by the pRb tumor suppressor,"$488,674 ",$0 ,4 yrs 0 mth ,Cancer Research,2009/04/01,"autophagy,pRb,tumor suppressor",0,zN/A,0,zN/A,8511,4119
"Zacksenhaus, Eldad",University Health Network (Toronto),Ontario,Project Grant,202104PJT,Cell Biology - Disease,"Mechanisms of diabetes and aging in constitutively active, phosphorylation-resistant pRb knockin mice","$799,426 ",$0 ,5 yrs 0 mth ,Aging,2021/10/01,"diabetes, aging, pRb",0,zN/A,0,zN/A,8512,4119
"Zadra, Antonio",CIUSSS du Nord-de-l'Ile-de Montreal - Hepital Sacre Coeur,Quebec,Operating Grant,200903MOP,Behavioural Sciences - B: Clinical Behavioural Sciences,"Diagnosis, pathophysiology and treatment of adult somnambulism","$610,359 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2009/10/01,"diagnosis, somnambulism, adult",0,zN/A,0,zN/A,8513,4120
"Zadra, Antonio",CIUSSS du Nord-de-l'Ile-de Montreal - Hepital Sacre Coeur,Quebec,Operating Grant,201403MOP,Behavioural Sciences - B-2,"Diagnosis, pathophysiology and treatment of adult somnambulism","$536,434 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2014/10/01,"diagnosis, somnambulism, adult",0,zN/A,0,zN/A,8514,4120
"Zadra, Antonio",CIUSSS du Nord-de-l'Ile-de Montreal - Hepital Sacre Coeur,Quebec,Project Grant,201809PJT,Behavioural Sciences - B: Clinical Behavioural Sciences,Pathophysiology and treatment of adult somnambulism,"$420,750 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2019/04/01,"pathophysiology, somnambulism, adults",0,zN/A,0,zN/A,8515,4120
"Zahradka, Peter",University of Manitoba,Manitoba,Operating Grant,200809MOP,Cardiovascular System - C: Vascular System,Modulation of vascular smooth muscle cell phenotype,"$314,235 ",$0 ,3 yrs 0 mth ,Circulatory and Respiratory Health,2009/04/01,"vascular, smooth muscle, phenotype",0,zN/A,0,zN/A,8516,4121
"Zamble, Deborah B",University of Toronto,Ontario,Operating Grant,200810MOP,Biochemistry & Molecular Biology - B,The nickel-regulated transcription factor NikR from E. coli and H.pylori,"$94,432 ",$0 ,1 yr 0 mth ,Genetics,2009/03/01,"nickel, transcription factor, NikR",0,zN/A,0,zN/A,8517,4122
"Zamble, Deborah B",University of Toronto,Ontario,Operating Grant,200809MOP,Microbiology & Infectious Diseases,Biosynthesis of the [NiFe]-Hydrogenase Enzyme,"$390,876 ",$0 ,4 yrs 0 mth ,Genetics,2009/04/01,"Biosynthesis, NiFe-Hydrogenase, Enzyme",0,zN/A,0,zN/A,8518,4122
"Zamble, Deborah B",University of Toronto,Ontario,Operating Grant,200809MOP,Microbiology & Infectious Diseases,Biosynthesis of the [NiFe]-Hydrogenase Enzyme,"$390,876 ",$0 ,4 yrs 0 mth ,Genetics,2009/04/01,"Biosynthesis, NiFe-Hydrogenase, Enzyme",0,zN/A,0,zN/A,8519,4122
"Zamble, Deborah B",University of Toronto,Ontario,Operating Grant,201203MOP,Biochemistry & Molecular Biology - B,The nickel-regulated transcription factor NikR from H. pylori and E. coli,"$466,164 ",$0 ,5 yrs 0 mth ,Genetics,2012/10/01,"nickel, transcription factor, NikR",0,zN/A,0,zN/A,8520,4122
"Zamble, Deborah B",University of Toronto,Ontario,Operating Grant,201503MOP,Microbiology & Infectious Diseases,Defining and Blocking the Production of the Nickel-Containing Hydrogenase Enzyme in Bacteria,"$522,282 ",$0 ,5 yrs 0 mth ,Infection and Immunity,2015/10/01,"Nickel, Hydrogenase, Enzyme",0,zN/A,0,zN/A,8521,4122
"Zamponi, Gerald W",University of Calgary,Alberta,Operating Grant,200909MOP,Molecular & Cellular Neurosciences - B,Signaling complexes between G protein coupled receptors and N-type calcium channels,"$1,041,950 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2010/04/01,"G protein, calcium channels, receptors",2,Zymedyne Therapeutics Inc.,1,C-suite,52,4123
"Zamponi, Gerald W",University of Calgary,Alberta,Operating Grant,200903MOP,Systems & Circuits Neurosciences - A,Molecular physiology of T-type calcium channels,"$969,316 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2009/10/01,"calcium channels, molecular physiology, T-type",0,zN/A,0,zN/A,8522,4123
"Zamponi, Gerald W",University of Calgary,Alberta,Operating Grant,201403MOP,Pharmacology & Toxicology,Dysregulation of T-type channel trafficking in inflammatory and neuropathic pain,"$1,027,203 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2014/10/01,"T-type channel, trafficking, pain",1,zN/A,0,zN/A,8523,4123
"Zamponi, Gerald W",University of Calgary,Alberta,Project Grant,202104PJT,Pharmacology & Toxicology,Role of T-type calcium channel ubiquitination in chronic pain,"$966,500 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2021/10/01,"T-type calcium channel, ubiquitination, chronic pain",2,zN/A,0,zN/A,8524,4123
"Zamponi, Gerald W",University of Calgary,Alberta,Project Grant,202209PJT,Molecular & Cellular Neurosciences - B,Functional dissection of neocortical pain circuits,"$1,109,250 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2023/04/01,"neocortical, pain, circuits",0,zN/A,0,zN/A,8525,4123
"Zamponi, Gerald W",University of Calgary,Alberta,Project Grant,202303PJT,Pharmacology & Toxicology,Signaling complexes of N-type calcium channels and opioid receptor family members: implications for opioid analgesia and tolerance,"$971,550 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2023/10/01,"calcium channels, opioid receptor, signaling complexes",0,zN/A,0,zN/A,8526,4123
"Zani, Augusto",Hospital for Sick Children (Toronto),Ontario,Project Grant,202010PJT,Respiratory System,Extracellular vesicles derived from amniotic fluid stem cells as a novel treatment strategy to rescue fetal lung underdevelopment,"$684,675 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2021/03/01,"extracellular vesicles, amniotic fluid, fetal lung",0,zN/A,0,zN/A,8527,4124
"Zani, Augusto",Hospital for Sick Children (Toronto),Ontario,Project Grant,202303PJT,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Targeting fetal lung macrophage dysregulation in congenital diaphragmatic hernia with amniotic fluid stem cell extracellular vesicle therapy,"$1,086,300 ",$0 ,5 yrs 0 mth ,Health Services and Policy Research,2023/10/01,"fetal lung, macrophage, extracellular vesicle",0,zN/A,0,zN/A,8528,4124
"Zaph, Colby",University of British Columbia,British Columbia,Operating Grant,201003MOP,Immunology & Transplantation,Histone methyltransferase-dependent regulation of T helper cell differentiation and function,"$554,104 ",$0 ,4 yrs 0 mth ,Infection and Immunity,2010/10/01,"Histone methyltransferase, T helper cells, differentiation",0,zN/A,0,zN/A,8529,4125
"Zappitelli, Michael",Research Institute of the McGill University Health Centre,Quebec,Operating Grant,201103MOP,"Clinical Investigation - C: Digestive, Endocrine and Excretory Systems",Long-term renal outcomes of critically ill children with and without acute kidney injury: a multi-centre Canada-USA study,"$290,153 ",$0 ,4 yrs 6 mths ,"Nutrition, Metabolism and Diabetes",2011/10/01,"renal, kidney injury, children",0,zN/A,0,zN/A,8530,4126
"Zappitelli, Michael",Research Institute of the McGill University Health Centre,Quebec,Operating Grant,201403MOP,Clinical Investigation - D: Cardiovascular Systems,Understanding blood pressure and end organ damage in adolescents.,"$438,115 ",$0 ,3 yrs 6 mths ,"Nutrition, Metabolism and Diabetes",2014/10/01,"blood pressure, end organ damage, adolescents",0,zN/A,0,zN/A,8531,4126
"Zappitelli, Michael",Hospital for Sick Children (Toronto),Ontario,Project Grant,201909PJT,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Kidney and blood pressure disease burden and monitoring for chronic kidney disease in childhood cancer survivors,"$929,478 ",$0 ,6 yrs 0 mth ,"Human Development, Child and Youth Health",2020/04/01,"kidney, blood pressure, monitoring",0,zN/A,0,zN/A,8532,4126
"Zappitelli, Michael",Hospital for Sick Children (Toronto),Ontario,Project Grant,202109PJT,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",The KIdney aNd blooD prESsure ouTcomes - Determining best fOllow-up in hospitalized Children (KINDEST-DOC) study: A national study of the FILTR-CKD study group,"$1,074,825 ",$0 ,6 yrs 0 mth ,"Human Development, Child and Youth Health",2022/04/01,"Kidney, Blood pressure, Follow-up",0,zN/A,0,zN/A,8533,4126
"Zariffa, Jose",University Health Network (Toronto),Ontario,Project Grant,202303PJT,Behavioural Sciences - B-2,Establishing novel measures of hand function at home after cervical SCI,"$514,464 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2023/10/01,"hand function, cervical SCI, measures",0,zN/A,0,zN/A,8534,4127
"Zarychanski, Ryan",University of Manitoba,Manitoba,Operating Grant,201203MOP,"Clinical Investigation - C: Digestive, Endocrine and Excretory Systems",Heparin AnticoaguLation to improve Outcomes in septic shock:  The HALO pilot,"$288,152 ",$0 ,2 yrs 0 mth ,Infection and Immunity,2012/10/01,"Heparin, Anticoagulation, Septic shock",0,zN/A,0,zN/A,8535,4128
"Zarychanski, Ryan",University of Manitoba,Manitoba,Operating Grant: SPOR iCT Rewarding Success - Development Grants - Manitoba,201802DG4,SPOR iCT Rewarding Success - Phase 2: Ideathon,"Integrating clinical data systems to improve the capacity, performance,  and value of Manitoba's healthcare system","$100,000 ",$0 ,1 yr 0 mth ,Health Services and Policy Research,3/1/2018,"clinical data, healthcare system, integration",0,zN/A,0,zN/A,8536,4128
"Zatorre, Robert J",McGill University,Quebec,Operating Grant,201003MOP,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Brain anatomy in auditory and motor learning: predispositions and plasticity,"$609,168 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2010/10/01,"brain, anatomy, plasticity",0,zN/A,0,zN/A,8537,4129
"Zatorre, Robert J",McGill University,Quebec,Operating Grant,201309MOP,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition","Auditory Cortex: Pathways, Processes and Plasticity","$587,240 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2014/04/01,"Auditory, Cortex, Plasticity",0,zN/A,0,zN/A,8538,4129
"Zatorre, Robert J",McGill University,Quebec,Project Grant,202209PJT,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Cortical-subcortical interactions in auditory cognition,"$986,850 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2023/04/01,"cortical, subcortical, auditory",0,zN/A,0,zN/A,8539,4129
"Zaugg, Michael",University of Alberta,Alberta,Project Grant,202003PJT,Cardiovascular System - B: Heart and Circulation,Optimizing resuscitation of the donation after circulatory death (DCD) heart by mitochondrial redox regulation and opioid receptor activation: a protocol for clinical application,"$715,276 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2020/10/01,"resuscitation, mitochondrial, opioid receptor",0,zN/A,0,zN/A,8540,4130
"Zeighami, Yashar",CIUSSS de l'Ouest-de-l'Ile-de-Montreal-Douglas Hospital,Quebec,Project Grant,202403PJT,Biological and Clinical Aspects of Aging,A multi-scale and multi-modal investigation of dopaminergic neurodegeneration in Parkinson's disease: bridging cell-specific and in vivo neuroimaging signatures,"$963,900 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2024/10/01,"dopaminergic, neurodegeneration, neuroimaging",0,zN/A,0,zN/A,8541,4131
"Zelkowitz, Phyllis",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Operating Grant,201203MOP,Social & Developmental Aspects of Children's & Youth's Health,"Hormonal, genetic, and psychosocial factors in the developing parent-child relationship: A follow up study of parents and their toddlers","$468,464 ",$0 ,3 yrs 6 mths ,Gender and Health,2012/10/01,"hormonal, genetic, psychosocial",0,zN/A,0,zN/A,8542,4132
"Zemek, Roger",Children's Hospital of Eastern Ontario Research Institute Inc,Ontario,Operating Grant,201209MOP,Social & Developmental Aspects of Children's & Youth's Health,Persistent Postconcussive Symptoms in Children: A Clinical Prediction Rule Derivation Study,"$1,114,530 ",$0 ,4 yrs 0 mth ,"Human Development, Child and Youth Health",2013/04/01,"Postconcussive, Symptoms, Children",0,zN/A,0,zN/A,8543,4133
"Zenklusen, Daniel R",Universite de Montreal,Quebec,Operating Grant,201009MOP,Biochemistry & Molecular Biology - B,Dissecting the dynamics of transcription regulation at a single cell level,"$713,995 ",$0 ,5 yrs 0 mth ,Genetics,2011/04/01,"transcription, regulation, single cell",0,zN/A,0,zN/A,8544,4134
"Zenklusen, Daniel R",Universite de Montreal,Quebec,Project Grant,201909PJT,Biochemistry & Molecular Biology - B,Determining the role of the nuclear basket protein Mlp1/TPR in mRNA homeostasis,"$822,375 ",$0 ,5 yrs 0 mth ,Genetics,2020/04/01,"nuclear basket, Mlp1, mRNA",0,zN/A,0,zN/A,8545,4134
"Zenklusen, Daniel R",Universite de Montreal,Quebec,Project Grant,202309PJT,Biochemistry & Molecular Biology - B,Investigate features and dynamics of intron RNP topology and its role in modulating RNA metabolism,"$914,175 ",$0 ,5 yrs 0 mth ,Genetics,2024/04/01,"intron, RNP, RNA metabolism",0,zN/A,0,zN/A,8546,4134
"Zeraatkar, Dena",McMaster University,Ontario,Project Grant,202209PJT,Movement & Exercise,Exercise therapy for Chronic Fatigue Syndrome/Myalgic Encephalomyelitis: A clinical practice guideline,"$76,500 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,2023/04/01,"exercise, fatigue, syndrome",0,zN/A,0,zN/A,8547,4135
"Zetka, Monique C",McGill University,Quebec,Operating Grant,201109MOP,Genetics,Identification and characterization of factors required for meiotic chromosome pairing,"$620,616 ",$0 ,5 yrs 0 mth ,Genetics,2012/04/01,"meiotic, chromosome, pairing",0,zN/A,0,zN/A,8548,4136
"Zetka, Monique C",McGill University,Quebec,Operating Grant,201209MOP,Developmental Biology,Roles of chromatin architecture in germline genome stability,"$681,064 ",$0 ,5 yrs 0 mth ,Genetics,2013/04/01,"chromatin, genome stability, germline",0,zN/A,0,zN/A,8549,4136
"Zetka, Monique C",McGill University,Quebec,Project Grant,202003PJT,Genetics,Dissection of pathways regulating meiotic crossover formation,"$772,650 ",$0 ,5 yrs 0 mth ,Genetics,2020/10/01,"meiotic, crossover, pathways",0,zN/A,0,zN/A,8550,4136
"Zha, Xiaohui",Ottawa Hospital Research Institute,Ontario,Operating Grant,201303MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Regulation of Inflammatory Response and Cholesterol efflux by ABCA1,"$509,626 ",$0 ,5 yrs 0 mth ,Genetics,2013/10/01,"Inflammatory Response, Cholesterol efflux, ABCA1",0,zN/A,0,zN/A,8551,4137
"Zhai, Guangju",Memorial University of Newfoundland,Newfoundland and Labrador,Project Grant,202010PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Refining the molecular endotypes for precision medicine of osteoarthritis,"$971,550 ",$0 ,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,2021/03/01,"molecular, endotypes, osteoarthritis",0,zN/A,0,zN/A,8552,4138
"Zhai, Guangju",Memorial University of Newfoundland,Newfoundland and Labrador,Project Grant,202309PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",The multi-omics study of sustained knee pain in osteoarthritis,"$799,425 ",$0 ,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,2024/04/01,"multi-omics, knee pain, osteoarthritis",0,zN/A,0,zN/A,8553,4138
"Zhang, Dawei",University of Alberta,Alberta,Operating Grant,200809MOP,Cardiovascular System - A: Cells and Tissues,Molecular mechanism of ABCG1-mediated sterol transport,"$539,725 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2009/04/01,"ABCG1, sterol, transport",0,zN/A,0,zN/A,8554,4139
"Zhang, Dawei",University of Alberta,Alberta,Project Grant,201709PJT,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Understanding of the physiological role of membrane-type I matrix metalloproteinase in lipid metabolism,"$883,575 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2018/04/01,"matrix metalloproteinase, lipid metabolism, membrane-type",0,zN/A,0,zN/A,8555,4139
"Zhang, Dawei",University of Alberta,Alberta,Project Grant,202104PJT,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Dissecting the role and underlying mechanism of Surf4 in regulating lipid metabolism,"$830,026 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2021/10/01,"Surf4, lipid metabolism, mechanism",0,zN/A,0,zN/A,8556,4139
"Zhang, Haibo",Unity Health Toronto,Ontario,Operating Grant,201103MOP,Respiratory System,Mechanisms of human neutrophil peptides in lung inflammation,"$806,879 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2011/10/01,"neutrophil peptides, lung inflammation",0,zN/A,0,zN/A,8557,4140
"Zhang, Haibo",Unity Health Toronto,Ontario,Operating Grant: COVID-19 - Therapeutics,202002OV3,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Molecular and cellular therapies against COVID-19 using  angiotensin-converting enzyme 2 (ACE2),"$1,000,000 ",$0 ,2 yrs 0 mth ,Circulatory and Respiratory Health,2/1/2020,"molecular, cellular, ACE2",0,zN/A,0,zN/A,8558,4140
"Zhang, Haibo",Unity Health Toronto,Ontario,Project Grant,202210PJT,Microbiology & Infectious Diseases,Aiming at a novel target in endotoxin-associated lung damage: The Ig domain 3 of ICAM-1,"$100,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,2023/03/01,"endotoxin, lung damage, ICAM-1",0,zN/A,0,zN/A,8559,4140
"Zhang, Haibo",Unity Health Toronto,Ontario,Project Grant,202303PJT,Respiratory System,Aiming at a new target in endotoxin-associated lung damage: The Ig domain 3 of ICAM-1,"$982,260 ",$0 ,5 yrs 0 mth ,Infection and Immunity,2023/10/01,"endotoxin, lung damage, ICAM-1",0,zN/A,0,zN/A,8560,4140
"Zhang, Ji",McGill University,Quebec,Operating Grant,201009MOP,Systems & Circuits Neurosciences - A,Neuron-Microglia-Astrocyte interaction in the pathogenesis of neuropathic pain,"$641,070 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2011/04/01,"Neuron, Microglia, Astrocyte",0,zN/A,0,zN/A,8561,4141
"Zhang, Ji",McGill University,Quebec,Project Grant,201709PJT,Systems & Circuits Neurosciences - A,Tackling CD8+ T cells and macrophages in autoimmune peripheral neuropathy,"$852,975 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2018/04/01,"CD8+ T cells, macrophages, autoimmune neuropathy",0,zN/A,0,zN/A,8562,4141
"Zhang, Ji",McGill University,Quebec,Project Grant,202210PJT,Behavioural Sciences - A: Neurobiological Basis of Behavioural Processes,Exploring the potential of systemic contribution to altered pain behavior in aging mice,"$100,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",2023/03/01,"systemic contribution, pain behavior, aging mice",0,zN/A,0,zN/A,8563,4141
"Zhang, Ji",McGill University,Quebec,Project Grant,202303PJT,Behavioural Sciences - A: Neurobiological Basis of Behavioural Processes,Exploring the potential of systemic contribution to altered pain behavior in aging mice,"$956,250 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2023/10/01,"systemic contribution, pain behavior, aging mice",0,zN/A,0,zN/A,8564,4141
