Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,External_Funding,External_Funding_Partner,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,Patents,outcome_data,last_updated,title_keywords
"Tsang, Teresa S",University of British Columbia,British Columbia,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Diagnostics,202005VR2,COVID-19 Rapid Research - Diagnostics,Point of Care Heart-Lung Imaging for Patients Presenting with COVID-19 Symptoms: Artificial Intelligence Precision Modeling for Prediction of Outcomes,"$260,326",$0,,,1 yr 0 mth ,Circulatory and Respiratory Health,INFECTIOUS AND PARASITIC; CARDIOLOGY; CARDIOVASCULAR; IMAGING,2020-06-01,2021-05-31,0,,,"Heart-Lung, Imaging, COVID-19"
"Tsao, Ming-Sound",University Health Network (Toronto),Ontario,Project Grant,202403PJT,Cancer Progression & Therapeutics 2,Discovering pathways to drug tolerance and therapeutic vulnerabilities of persister cells in lung cancer,"$1,292,850",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Molecular, Cellular and Systems Biology-Cell Biology and Physiology; Cardiovascular, Respiratory and Circulatory Systems-Respiratory System Pathologies and Clinical Interventions",2024-10-01,2029-09-30,0,,,"drug tolerance, persister cells, lung cancer"
"Tsao, Ming-Sound",University Health Network (Toronto),Ontario,Operating Grant,201403MOP,Cancer Progression & Therapeutics 2,Functional Genomics and in vitro Modeling of Human Pancreatic Carcinogenesis,"$754,235",$0,,,5 yrs 0 mth ,Cancer Research,NEOPLASMS; GASTRO-INTESTINAL CANCER; CANCER; CELL BIOLOGY,2014-07-01,2016-06-30,3,,,"Genomics, in vitro, Pancreatic Carcinogenesis"
"Tsao, Ming-Sound",University Health Network (Toronto),Ontario,Project Grant,202209PJT,Cancer Progression & Therapeutics 2,Predictive biomarkers for adjuvant immune checkpoint inhibitor therapy in non-small cell lung cancer,"$1,224,000",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2023-07-01,2028-06-30,0,,,"biomarkers, immune checkpoint, lung cancer"
"Tsao, Ming-Sound",University Health Network (Toronto),Ontario,Operating Grant,201103MOP,Cancer Progression & Therapeutics,Roles of carcinoma associated fibroblasts and tumor stromal genes in lung cancer,"$812,446",$0,,,5 yrs 0 mth ,Cancer Research,LUNG CANCER; LUNG CANCER THERAPY; CANCER; CELL BIOLOGY,2011-10-01,2016-06-30,1,,,"carcinoma associated fibroblasts, tumor stromal genes, lung cancer"
"Turcotte, Sandra",Universite de Moncton (New Brunswick),New Brunswick,Project Grant - Priority Announcement: Cancer Research,202209PJS,Cancer Progression & Therapeutics 2,Characterization of PIKfyve as novel therapeutic target in clear cell Renal Cell Carcinoma,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2023-03-01,2024-02-29,0,,,"PIKfyve, renal cell carcinoma, characterization"
"Turcotte, Sandra",Universite de Moncton (New Brunswick),New Brunswick,Operating Grant,201403MOP,Cancer Progression & Therapeutics,Exploiting synthetic lethality in Renal Cell Carcinoma: Targeting the loss of the von Hippel-Lindau tumor suppressor gene through autophagy for the development of anticancer therapy,"$495,930",$0,,,5 yrs 0 mth ,Cancer Research,CANCER; BIOCHEMISTRY,2014-07-01,2019-06-30,0,,,"synthetic lethality, renal cell carcinoma, autophagy"
"Turgeon, Alexis F",Universite Laval,Quebec,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,Anticoagulation and Convalescent Plasma ICU Trials in REMAP-CAP,"$2,176,566",$0,,,1 yr 0 mth ,Health Services and Policy Research,HEALTH SERVICES RESEARCH,2020-06-01,2021-05-31,0,,,"Anticoagulation, Convalescent Plasma, ICU"
"Tyrrell, D. Lorne J",University of Alberta,Alberta,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,Advancing a Potent Inhibitor of SARS-CoV-2 3CL Protease into Clinical Trials,"$904,236",$0,,,1 yr 0 mth ,Infection and Immunity,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; VIRAL; DRUG RESEARCH,2020-06-01,2021-05-31,2,,,"SARS-CoV-2, 3CL Protease, Inhibitor"
"Tyrrell, D. Lorne J",University of Alberta,Alberta,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,Characterization of interferon-lambda 1 as a treatment for COVID-19,"$499,775",$0,,,1 yr 0 mth ,Infection and Immunity,VIRAL; VIROLOGY; IMMUNOLOGY-TRANSPLANTATION,2020-06-01,2021-05-31,0,,,"interferon-lambda, COVID-19"
"Uludag, Hasan",University of Alberta,Alberta,Operating Grant,201109MOP,Biomedical Engineering,Designing Amphiphilic Polymeric Carriers of DNA for Gene Therapy,"$513,029",$0,,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,MUSCULO SKELETAL; SKIN AND SUBCUTANEOUS TISSUS; CELL BIOLOGY; DRUG RESEARCH,2008-04-01,2012-03-31,2,,,"Amphiphilic, Polymeric, DNA"
"Uludag, Hasan",University of Alberta,Alberta,Project Grant,201709PJT,Biomedical Engineering,Engineering Biomimetic Gene Activated Matrices for Bone Tissue Regeneration,"$504,900",$0,,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,"Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Musculoskeletal Health-Bone, Skin and Cartilage Sciences; Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery",2018-04-01,2022-03-31,0,,,"Biomimetic, Gene Activated, Bone Tissue"
"Uludag, Hasan",University of Alberta,Alberta,Project Grant,202010PJT,Biomedical Engineering,Synthetic Biomaterials to Package and Deliver siRNA Nanoparticles in order to Curb Uncontrolled Growth of Leukemic Cells,"$757,350",$0,,,5 yrs 0 mth ,Cancer Research,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Cancer-Cancer Drug Development and Therapeutics; Genetics-Molecular and Functional Genetics and Epigenetics",2021-04-01,2026-03-31,0,,,"biomaterials, siRNA, nanoparticles"
"Uludag, Hasan",University of Alberta,Alberta,Operating Grant,201503MOP,Biomedical Engineering,siRNA Therapy for Leukemia: Synthetic Biomaterials to Deliver siRNA and Curb Uncontrolled Growth of Leukemic Cells,"$597,400",$0,,,5 yrs 0 mth ,Cancer Research,LEUKAEMIAS; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; CANCER; DRUG RESEARCH,2015-07-01,2021-06-30,1,,,"siRNA, Biomaterials, Leukemia"
"Underhill, Michael",University of British Columbia,British Columbia,Project Grant,202203PJT,Cancer Progression & Therapeutics,Fate and function of mesenchymal progenitors within the medulloblastoma tumour microenvironment,"$841,500",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Cancer-Cancer Drug Development and Therapeutics; Cancer-Pediatric Cancer,2022-10-01,2027-09-30,0,,,"mesenchymal progenitors, medulloblastoma, microenvironment"
"Ungrin, Mark D",University of Calgary,Alberta,Operating Grant,201403MOP,Biomedical Engineering,Optimizing the size and composition of beta cell aggregates to improve islet graft survival,"$586,594",$0,,,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",DIABETES MELLITUS; METABOLISM/DIABETES; CELL BIOLOGY,2014-07-01,2019-06-30,0,,,"beta cell, islet graft, aggregates"
"Ungrin, Mark D",University of Calgary,Alberta,"Project Grant - PA: Nutrition, Metabolism and Diabetes",201809PJ9,Biomedical Engineering,"Scalable production, delivery and assessment of human pseudoislets for research and clinical applications","$100,000",$0,,,1 yr 0 mth ,"Nutrition, Metabolism and Diabetes","Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Digestive, Endocrine and Excretory Systems-Metabolism and Disease (including Obesity, Diabetes and Metabolomics)",2019-03-01,2020-02-29,0,,,"pseudoislets, production, delivery"
"Unrau, Peter J","Simon Fraser University (Burnaby, B.C.)",British Columbia,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Diagnostics,202005VR2,COVID-19 Rapid Research - Diagnostics,General and Inexpensive Saliva-based Viral RNA Testing by Direct Imaging,"$82,026",$0,,,1 yr 0 mth ,Infection and Immunity,VIRAL; MULTIDISCIPLINARY; IMAGING; BIOCHEMISTRY,2020-06-01,2021-05-31,1,,,"Saliva, Viral RNA, Imaging"
"Unrau, Peter J","Simon Fraser University (Burnaby, B.C.)",British Columbia,Operating Grant: COVID-19 - Diagnostics,202002OV1,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,SARS-CoV-2 Rapid Research: Fast track isothermal viral diagnostics,"$516,980",$0,,,2 yrs 0 mth ,Infection and Immunity,VIRAL; RESPIRATION; BIOCHEMISTRY; VIROLOGY,2020-04-01,2022-03-31,1,,,"SARS-CoV-2, isothermal, diagnostics"
"Unsworth, Larry D",University of Alberta,Alberta,Project Grant,201709PJT,Biomedical Engineering,Delivery platforms for treating perinatal brain injury,"$218,025",$0,,,3 yrs 0 mth ,"Human Development, Child and Youth Health","Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics",2018-04-01,2021-03-31,0,,,"delivery, brain injury, perinatal"
"Unsworth, Larry D",University of Alberta,Alberta,Project Grant,202104PJT,Biomedical Engineering,Peptide decorated magnetic nanoparticle strategies for minimally invasive targeting and removing exfoliation materials from the anterior lens capsule,"$589,050",$0,,,5 yrs 0 mth ,Aging,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics",2021-10-01,2026-09-30,1,,,"peptide, magnetic nanoparticle, lens capsule"
"Ursini-Siegel, Giuseppina",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant,201909PJT,Cancer Progression & Therapeutics 2,Capitalizing on an oxidative stress response to sensitize poor outcome cancers to PARP inhibitors,"$948,600",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2020-04-01,2025-03-31,0,,,"oxidative stress, cancer, PARP inhibitors"
"Ursini-Siegel, Giuseppina",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Operating Grant,201309MOP,Cancer Progression & Therapeutics,Defining the Molecular Mechanisms and Clinical Implications of p66ShcA as a Driver of the Epithelial to Mesenchymal Transition in Breast Cancer,"$685,520",$0,,,5 yrs 0 mth ,Cancer Research,BREAST CANCER; NEOPLASMS; CANCER; MOLECULAR BIOLOGY,2014-04-01,2019-03-31,0,,,"p66ShcA, Epithelial to Mesenchymal Transition, Breast Cancer"
"Ursini-Siegel, Giuseppina",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Operating Grant,201503MOP,Cancer Progression & Therapeutics 2,Defining the mechanisms and therapeutic potential of ShcA-mediated angiogenesis and metabolism that fuel breast tumorigenesis,"$817,643",$0,,,5 yrs 0 mth ,Cancer Research,BREAST CANCER; NEOPLASMS; CANCER; MOLECULAR BIOLOGY,2015-07-01,2020-06-30,0,,,"ShcA, angiogenesis, tumorigenesis"
"Ursini-Siegel, Giuseppina",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant - PA: Breast Cancer Research,202109PLL,Cancer Progression & Therapeutics,Inducing oxidative stress as a mechanism to increase the clinical impact of complex I inhibitors in treating aggressive breast cancers.,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics; Cancer-Cancer Progression and Metastasis,2022-03-01,2023-02-28,0,,,"oxidative stress, complex I inhibitors, breast cancers"
"Ursini-Siegel, Giuseppina",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Operating Grant,201009MOP,Cancer Progression & Therapeutics 2,Mechanisms through which ShcA integrates tyrosine kinase signaling to promote breast cancer progression,"$681,336",$0,,,5 yrs 0 mth ,Cancer Research,BREAST CANCER; CANCER; MOLECULAR BIOLOGY,2011-07-01,2016-06-30,0,,,"ShcA, tyrosine kinase, breast cancer"
"Ursini-Siegel, Giuseppina",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant,201909PJT,Cancer Biology & Therapeutics,Understanding how oxidative stress influences tumor evolution via metabolic reprogramming,"$975,375",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2020-04-01,2025-03-31,0,,,"oxidative stress, tumor, metabolic reprogramming"
"Vahidi, Siavash",University of Guelph,Ontario,Project Grant,202309PJT,Cancer Progression & Therapeutics,Developing allosteric inhibitors of mitochondrial ClpP protease for acute myeloid leukemia,"$1,143,675",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Molecular, Cellular and Systems Biology-Structure and Function of Macromolecules; Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery",2024-04-01,2029-03-31,0,,,"allosteric, inhibitors, ClpP"
"Vahidi, Siavash",University of Guelph,Ontario,Project Grant - Priority Announcement: Cancer Research,202209PJS,Cancer Progression & Therapeutics,Development of boron-based inhibitors of the mitochondrial ClpXP protease to combat AML,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Molecular, Cellular and Systems Biology-Structure and Function of Macromolecules",2023-03-01,2024-02-29,0,,,"boron, ClpXP, AML"
"Valliant, John F",McMaster University,Ontario,Project Grant,201903PJT,Cancer Biology & Therapeutics 2,Getting to the heart of hard-to-treat cancers: Anti-CD133 theranostics for molecular imaging and treatment of GBM,"$860,624",$0,,,4 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery",2019-10-01,2023-09-30,0,,,"CD133, theranostics, GBM"
"Valliant, John F",McMaster University,Ontario,Alternative Radiopharmaceuticals for Medical Imaging,200909MIS,Strategic Initiative: Medical Isotope committee,The formulation and clinical testing of I-123 Iodohippuran as an alternative to Tc-99m MAG3 for assessment of renal function in patients with kidney disease,"$189,472","$49,441",,,2 yrs 0 mth ,"Nutrition, Metabolism and Diabetes","METABOLISM AND NUTRITION; IMAGING; RENAL FUNCTION, NEPHROLOGY, UROLOGY",2009-11-01,2011-10-31,0,,,"I-123, Iodohippuran, renal function"
"Van Houten, Elijah E",Universite de Sherbrooke,Quebec,Op Gr: Spark Grants in Novel Technologies in Cancer Prevention & Early Detection,202010SGN,Special Cases,Wearable Technology for Early Detection of Breast Cancer,"$150,000",$0,,,1 yr 0 mth ,Cancer Research,BREAST CANCER; MULTIDISCIPLINARY; IMAGING; CANCER,2021-01-01,2021-12-31,0,,,"Wearable, Detection, Breast Cancer"
"Vanderhyden, Barbara C",Ottawa Hospital Research Institute,Ontario,Project Grant,201709PJT,Cancer Biology & Therapeutics,Enhancing ovarian cancer immunogenicity by increasing antitumoral responses using engineered oncolytic vaccines,"$910,350",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Immunology and Infection-Antiviral Drug Resistance, Viral Vaccine Development and Therapeutics (including vaccines); Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",2018-04-01,2023-03-31,0,,,"ovarian cancer, immunogenicity, oncolytic vaccines"
"Vanderhyden, Barbara C",Ottawa Hospital Research Institute,Ontario,Project Grant,202209PJT,Cancer Biology & Therapeutics,Increasing anti-tumoral responses to ovarian cancer using engineered viruses,"$906,525",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Immunology and Infection-Antiviral Drug Resistance, Viral Vaccine Development and Therapeutics (including vaccines); Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",2023-04-01,2028-03-31,0,,,"anti-tumoral, engineered viruses, ovarian cancer"
"Veillette, Andre",Institut de recherches cliniques de Montreal,Quebec,Project Grant,202203PJT,Cancer Biology & Therapeutics,SLAMF7 in innate immune cells and anti-cancer immunotherapy,"$956,250",$0,,,5 yrs 0 mth ,Infection and Immunity,"Cancer-Cancer Drug Development and Therapeutics; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",2022-10-01,2027-09-30,0,,,"SLAMF7, immune cells, immunotherapy"
"Veillette, Andre",Institut de recherches cliniques de Montreal,Quebec,Project Grant,202104PJT,Cancer Biology & Therapeutics,Targeting inhibitory immune checkpoints in macrophages for anti-cancer therapy,"$956,250",$0,,,5 yrs 0 mth ,Infection and Immunity,"Cancer-Cancer Drug Development and Therapeutics; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology; Immunology and Infection-Immunology and Autoimmune Diseases (including rheumatology)",2022-07-01,2027-06-30,0,,,"immune checkpoints, macrophages, cancer"
"Velenosi, Thomas J",University of British Columbia,British Columbia,Project Grant - PA: Breast Cancer Research,202209PLL,Cancer Progression & Therapeutics 2,Characterizing and validating diacetylspermine as a metabolic biomarker of drug response and precision treatment in triple-negative breast cancer,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2023-03-01,2024-02-29,0,,,"diacetylspermine, biomarker, breast cancer"
"Velenosi, Thomas J",University of British Columbia,British Columbia,Project Grant - PA: Breast Cancer Research,202309PLL,Cancer Progression & Therapeutics 2,Characterizing diacetylspermine as a biomarker of drug response and precision treatment in triple-negative breast cancer,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2024-03-01,2025-02-28,0,,,"diacetylspermine, biomarker, breast cancer"
"Velenosi, Thomas J",University of British Columbia,British Columbia,Project Grant,202403PJT,Cancer Progression & Therapeutics 2,Characterizing diacetylspermine as a biomarker of drug response and precision treatment in triple-negative breast cancer,"$979,200",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2024-03-01,2025-02-28,0,,,"diacetylspermine, biomarker, breast cancer"
"Venturutti, Leandro",University of British Columbia,British Columbia,Project Grant,202109PJT,Cancer Biology & Therapeutics,Self reactivity as a driver of extranodal diffuse large B-cell lymphoma transformation and progression.,"$1,139,850",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Cancer-Mechanisms of Carcinogenesis; Immunology and Infection-Immunology and Autoimmune Diseases (including rheumatology),2022-04-01,2027-03-31,0,,,"self reactivity, extranodal, B-cell lymphoma"
"Vitkin, I. Alex",University Health Network (Toronto),Ontario,Operating Grant,201209MOP,Medical Physics & Imaging,Optical coherence tomography for assessment of early radiobiological response in-vivo,"$500,960",$0,,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; BIOPHYSICS; IMAGING,2013-04-01,2018-03-31,0,,,"Optical coherence tomography, radiobiological response, in-vivo"
"Vitkin, I. Alex",University Health Network (Toronto),Ontario,Project Grant,202010PJT,Medical Physics & Imaging,Shedding light on SBRT: functional optical coherence tomography and MR imaging for in vivo monitoring of high-dose few-fractions radiotherapy of pancreatic cancer,"$956,250",$0,,,5 yrs 0 mth ,Cancer Research,Biomedical Engineering-Biomedical Imaging; Biophysics and bioimaging,2021-04-01,2026-03-31,0,,,"optical coherence tomography, MR imaging, radiotherapy"
"Vitkin, I. Alex",University Health Network (Toronto),Ontario,Project Grant,201709PJT,Medical Physics & Imaging 2,Wide-field polarimetric imaging for targeted and rapid high-sensitivity analysis of breast cancer margins and heterogeneity with mass spectrometry,"$795,600",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Biomedical Engineering-Biomedical Imaging,2018-04-01,2023-03-31,0,,,"polarimetric, imaging, mass spectrometry"
"Vizeacoumar, Franco J",University of Saskatchewan,Saskatchewan,Project Grant,202104PJT,Cancer Progression & Therapeutics,Identification of therapeutically relevant targets in telomerase overexpressing prostate cancers,"$983,026",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2021-10-01,2026-09-30,0,,,"telomerase, prostate cancer, targets"
"Waisman, David M",Dalhousie University (Nova Scotia),Nova Scotia,Project Grant,201809PJT,Cancer Progression & Therapeutics 2,Significance of S100A10 (p11) in breast cancer tumor progression,"$516,375",$0,,,3 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2019-04-01,2022-03-31,0,,,"S100A10, breast cancer, tumor progression"
"Waldman, Stephen D",Toronto Metropolitan University,Ontario,Project Grant,201809PJT,Biomedical Engineering,Controlling Glucose Metabolism to Develop Superior Tissue Engineered Cartilage,"$631,125",$0,,,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,"Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Musculoskeletal Health-Bone, Skin and Cartilage Sciences",2019-04-01,2024-03-31,0,,,"Glucose, Metabolism, Cartilage"
"Waldman, Stephen D",Toronto Metropolitan University,Ontario,Operating Grant,201403MOP,Biomedical Engineering,Tissue engineering of auricular cartilage implants for external ear reconstruction,"$339,992",$0,,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,"SKIN AND SUBCUTANEOUS TISSUS; CONGENITAL ANOMALIES; MUSCLE, BONE, OR JOINT; BIOPHYSICS",2014-07-01,2018-06-30,1,,,"tissue engineering, auricular cartilage, ear reconstruction"
"Walsh, Logan A",McGill University,Quebec,Project Grant,202403PJT,Cancer Progression & Therapeutics 2,Combining highly multiplexed imaging data with AI to unlock new predictive biomarkers for lung cancer,"$1,109,250",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2024-10-01,2029-09-30,0,,,"multiplexed imaging, AI, biomarkers"
"Walsh, Logan A",McGill University,Quebec,Project Grant,202309PJT,Cancer Biology & Therapeutics,Enhancing immunotherapy through the food-gut-axis in non-small cell lung cancer,"$1,109,250",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2024-04-01,2029-03-31,0,,,"immunotherapy, gut-axis, lung cancer"
"Wan, Yonghong",McMaster University,Ontario,Operating Grant,201203MOP,Cancer Biology & Therapeutics,Potentiation of cancer immunotherapy by HDAC inhibition,"$724,820",$0,,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; CANCER; IMMUNOLOGY-TRANSPLANTATION,2012-10-01,2018-03-31,1,,,"cancer, immunotherapy, HDAC"
"Wang, Jun",IWK Health Centre (Halifax),Nova Scotia,Vaccines of the 21st Century,200903CVC,Catalyst Grant: Vaccines of the 21st Century,Development of Novel Molecular Adjuvants for Genetic Vaccination,"$99,252",$0,,,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; VIRAL; VIROLOGY; IMMUNOLOGY-TRANSPLANTATION,2009-10-01,2010-09-30,40,,,"Molecular adjuvants, genetic vaccination"
"Wang, Rizhi",University of British Columbia,British Columbia,Project Grant,202104PJT,Biomedical Engineering,A comprehensive study on bone quality for the prediction of second hip fractures,"$833,850",$0,,,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,"Musculoskeletal Health-Bone, Skin and Cartilage Sciences",2021-10-01,2026-09-30,0,,,"bone, fracture, prediction"
"Wang, Rizhi",University of British Columbia,British Columbia,"Project Grant - PA: MSK, Skin and Oral Health: Clinical Research - MSK Health",201809PJ5,Biomedical Engineering,Bone hypermineralization in older men and women and its impact on hip fragility,"$100,000",$0,,,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"Musculoskeletal Health-Bone, Skin and Cartilage Sciences",2019-03-01,2020-02-29,0,,,"bone, hypermineralization, fragility"
"Wang, Rizhi",University of British Columbia,British Columbia,Operating Grant,200903MOP,Biomedical Engineering,Mechanisms of Bone Fracture and their Clinical Applications,"$511,717",$0,,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,"OSTEOPOROSIS; AGING; MUSCLE, BONE, OR JOINT",2009-10-01,2013-09-30,0,,,"Bone, Fracture, Mechanisms"
"Wang, Yemin",University of British Columbia,British Columbia,Project Grant,202104PJT,Cancer Biology & Therapeutics 2,Exploit the metabolic vulnerabilities in SWI/SNF-deficient cancer,"$688,501",$0,,,4 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2021-10-01,2025-09-30,0,,,"metabolic, vulnerabilities, SWI/SNF-deficient"
"Wang, Yuzhuo",University of British Columbia,British Columbia,Project Grant - Priority Announcement: Cancer Research,202209PJS,Cancer Progression & Therapeutics,A master transcription factor driving cell lineage reprogramming in neuroendocrine prostate cancer development and progression,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2023-03-01,2024-02-29,0,,,"transcription factor, cell reprogramming, neuroendocrine prostate cancer"
"Wang, Yuzhuo",University of British Columbia,British Columbia,Project Grant,201809PJT,Cancer Biology & Therapeutics 2,Function and therapeutic potential of SUV420H2 in neuroendocrine prostate cancer,"$956,250",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2019-04-01,2024-03-31,0,,,"SUV420H2, neuroendocrine, prostate cancer"
"Wang, Yuzhuo",University of British Columbia,British Columbia,Operating Grant,200809MOP,Cancer Progression & Therapeutics,Identification and functional analysis of a novel metastasis-associated gene in prostate cancer,"$541,348",$0,,,4 yrs 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER; PROSTATE AND BLADDER CANCER THERAPY; CANCER; CELL BIOLOGY,2009-04-01,2013-03-31,5,,,"metastasis, gene, prostate cancer"
"Wang, Yuzhuo",University of British Columbia,British Columbia,Operating Grant,201203MOP,Cancer Progression & Therapeutics 2,Identification of miRNAs and their Specific Gene Targets that are Critical for Prostate Cancer Metastases,"$775,000",$0,,,4 yrs 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER; PROSTATE AND BLADDER CANCER THERAPY; CANCER; CELL BIOLOGY,2012-10-01,2016-09-30,1,,,"miRNAs, gene targets, prostate cancer"
"Wang, Yuzhuo",University of British Columbia,British Columbia,Operating Grant,200909MOP,Cancer Progression & Therapeutics,Prostate Cancer Metastasis-Associated Serum miRNAs,"$363,690",$0,,,3 yrs 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER; CANCER; ENDOCRINOLOGY,2010-04-01,2013-03-31,1,,,"Prostate, Cancer, miRNAs"
"Wang, Yuzhuo",University of British Columbia,British Columbia,Project Grant,202003PJT,Cancer Biology & Therapeutics 2,The role of PRDM16 in neuroendocrine prostate cancer development and aggressiveness,"$765,000",$0,,,4 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2020-10-01,2024-09-30,0,,,"PRDM16, neuroendocrine, prostate cancer"
"Ward, Aaron",Western University (Ontario),Ontario,Project Grant,202303PJT,Medical Physics & Imaging,Histopathology image analysis for prostate cancer prognosis after radical prostatectomy,"$592,876",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Clinical Oncology; Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Artificial Intelligence-Machine Learning",2023-10-01,2028-09-30,0,,,"histopathology, image analysis, prostate cancer"
"Watson, Ian R",McGill University,Quebec,Project Grant,202109PJT,Cancer Progression & Therapeutics,Defining the distinct roles of MAPK pathway mutations in immune and targeted therapy response in melanoma,"$990,675",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Molecular, Cellular and Systems Biology-Cell Signaling",2022-04-01,2027-03-31,0,,,"MAPK, mutations, melanoma"
"Watson, Ian R",McGill University,Quebec,Project Grant,202209PJT,Cancer Progression & Therapeutics 2,Identification of biomarkers using single cell technology that inform on optimal duration of immunotherapy treatment in melanoma,"$1,422,900",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2023-04-01,2028-03-31,0,,,"biomarkers, single cell, immunotherapy"
