Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,External_Funding,External_Funding_Partner,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,Patents,outcome_data,last_updated,title_keywords
"Gevry, Nicolas",Universite de Sherbrooke,Quebec,Project Grant,201803PJT,Cancer Biology & Therapeutics 2,Deciphering the role of the nuclear receptor LRH-1 in the establishment of a specific transcriptional program in triple negative breast cancer.,"$868,276",$0,,,5 yrs 0 mth ,Cancer Research,"Molecular, Cellular and Systems Biology-Molecular Biology; Cancer-Mechanisms of Carcinogenesis; Genetics-Genomics, Transcriptomics and Proteomics",2018-10-01,2023-09-30,0,,,"nuclear receptor, LRH-1, breast cancer"
"Geyer, Clarence R",University of Saskatchewan,Saskatchewan,Operating Grant,201003MOP,Cancer Biology & Therapeutics,The Role of Natural Antisense Transcripts in Silencing Transforming Growth Factor Beta Regulated Genes in Acute Myeloid Leukemia,"$444,907",$0,,,4 yrs 0 mth ,Cancer Research,LEUKAEMIAS; CANCER THERAPY GENERAL; CANCER; MOLECULAR BIOLOGY,2010-10-01,2014-09-30,0,,,"Antisense transcripts, Gene regulation, Leukemia"
"Ghahary, Aziz",University of British Columbia,British Columbia,Project Grant - PA: MSK/Skin/Oral Health: Clinical Research - Skin Health,201903PJ6,Biomedical Engineering,Development and application of a Multifunctional Nutrient-rich Composite Scaffold for Treatment of Complex Wounds,"$100,000",$0,,,1 yr 0 mth ,Musculoskeletal Health and Arthritis,Biomedical Engineering-Regenerative Medicine and Tissue Engineering,2019-10-01,2021-09-30,0,,,"Nutrient-rich, Composite Scaffold, Wounds"
"Ghert, Michelle A",McMaster University,Ontario,Operating Grant,201403MOP,Cancer Biology & Therapeutics,Prophylactic Antibiotic Regimens in Tumor Surgery (PARITY): A Multi-Center Randomized Controlled Trial,"$913,568",$0,,,5 yrs 0 mth ,Cancer Research,"BONE CANCER THERAPY; BONE CANCER; CANCER; MUSCLE, BONE, OR JOINT",2014-07-01,2019-06-30,0,,,"Antibiotic, Tumor, Surgery"
"Gilbert, Lucy",Research Institute of the McGill University Health Centre,Quebec,Operating Grant,201203MOP,Cancer Progression & Therapeutics 2,Diagnosing Ovarian Cancer Early (DOvE)by targeting symptomatic women,"$1,404,691",$0,,,3 yrs 0 mth ,Cancer Research,NEOPLASMS; GENITO/URINARY SYSTEM; CANCER; HEALTH SERVICES RESEARCH,2012-10-01,2015-09-30,2,,,"Ovarian cancer, diagnosis, symptomatic women"
"Gilbert, Penney M",University of Toronto,Ontario,Project Grant,202309PJT,Biomedical Engineering,Evaluating the nerve-muscle connection as a Duchenne muscular dystrophy therapeutic target,"$925,650",$0,,,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Musculoskeletal Health-Skeletal Muscle Biology and Physiology,2024-04-01,2029-03-31,0,,,"nerve-muscle, Duchenne muscular dystrophy, therapeutic"
"Gilbert, Penney M",University of Toronto,Ontario,Operating Grant - PA: IMHA - New Invest.- Musculoskeletal Health Bridge Funding,201403ONM,Biomedical Engineering,Matrix biomechanics and satellite cell aging,"$100,000",$0,,,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"AGING; MUSCULO SKELETAL; MUSCLE, BONE, OR JOINT",2014-10-01,2015-09-30,0,,,"matrix, biomechanics, satellite cell"
"Giles, Joshua W",University of Victoria (British Columbia),British Columbia,Project Grant,202003PJT,Biomedical Engineering,Developing a Patient-Specific Surgical Decision-Assistance Tool to Improve Reverse Shoulder Replacement Outcomes,"$378,676",$0,,,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Artificial Intelligence-Machine Learning",2020-10-01,2025-09-30,0,,,"Patient-specific, Surgical, Reverse shoulder"
"Gilks, Cyril B",University of British Columbia,British Columbia,Project Grant,201903PJT,Medical Physics & Imaging,"Omics, Histopathology and AI: An Integrative Approach for Biomarker Discovery in Ovarian Cancer","$822,376",$0,,,3 yrs 0 mth ,Cancer Research,"Biomedical Engineering-Biomedical Imaging; Genetics-Genomics, Transcriptomics and Proteomics; Methods Development and Modelling-Quantitative Methods Development for Health Research",2019-10-01,2022-09-30,0,,,"Omics, Histopathology, AI"
"Gladdy, Rebecca A",Sinai Health System (Toronto),Ontario,Project Grant,201903PJT,Cancer Progression & Therapeutics,Whole Genome Sequencing Defines Leiomyosarcoma Evolution and Identifies Therapeutic Opportunities in the DNA Damage Pathway,"$948,600",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Progression and Metastasis; Genetics-Genomics, Transcriptomics and Proteomics; Molecular, Cellular and Systems Biology-Molecular Biology",2019-10-01,2024-09-30,0,,,"Genome, Sequencing, Leiomyosarcoma"
"Gleave, Martin E",University of British Columbia,British Columbia,Project Grant,202003PJT,Cancer Biology & Therapeutics 2,Identification of HOXB13 inhibitors to treat castrate-resistant prostate cancer,"$413,100",$0,,,3 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics; Cancer-Mechanisms of Carcinogenesis,2020-10-01,2023-09-30,0,,,"HOXB13, inhibitors, prostate cancer"
"Gobeil, Stephane",Universite Laval,Quebec,Operating Grant,201009MOP,Cancer Progression & Therapeutics 2,Understanding the function and regulation of the new metastasis suppressor gene Growth Arrest Specific 1 (GAS1),"$452,248",$0,,,4 yrs 0 mth ,Cancer Research,SKIN AND SUBCUTANEOUS TISSUS; NEOPLASMS; CANCER; MOLECULAR BIOLOGY,2011-04-01,2015-03-31,0,,,"metastasis, suppressor gene, GAS1"
"Godbout, Roseline",University of Alberta,Alberta,Operating Grant - PA: Alberta Cancer Foundation - Research (bridge funding),201203OAC,Cancer Progression & Therapeutics,Role of Brain Fatty Acid-binding Protein in Malignant Glioma Progression,$0,$0,"$100,000",Alberta Cancer Foundation,1 yr 0 mth ,Cancer Research,BRAIN TUMORS (INCL. RETINAL TUMORS); NEOPLASMS; CANCER; MOLECULAR BIOLOGY,2013-10-01,2018-09-30,0,,,"Brain, Fatty Acid-binding Protein, Glioma"
"Godbout, Roseline",University of Alberta,Alberta,Operating Grant,201303MOP,Cancer Progression & Therapeutics,Role of Brain Fatty Acid-binding Protein in Malignant Glioma Progression,"$723,341",$0,,,5 yrs 0 mth ,Cancer Research,BRAIN TUMORS (INCL. RETINAL TUMORS); NEOPLASMS; CANCER; MOLECULAR BIOLOGY,2013-10-01,2018-09-30,0,,,"Brain, Fatty Acid-binding Protein, Glioma"
"Goertz, David E","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,201709PJT,Medical Physics & Imaging,Enhancing immunotherapy with ultrasound stimulated bubbles,"$776,475",$0,,,5 yrs 0 mth ,Cancer Research,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Cancer-Cancer Drug Development and Therapeutics",2018-04-01,2023-03-31,0,,,"immunotherapy, ultrasound, bubbles"
"Goertz, David E","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,201903PJT,Medical Physics & Imaging,Novel Catheter Based Therapeutic Ultrasound Approach for the Treatment of Coronary Artery Occlusions,"$374,851",$0,,,4 yrs 0 mth ,Circulatory and Respiratory Health,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Cardiovascular, Respiratory and Circulatory Systems-Cardiovascular and Circulatory Sciences",2019-10-01,2023-09-30,1,,,"Catheter, Ultrasound, Coronary Artery"
"Goodarzi, Aaron",University of Calgary,Alberta,Operating Grant,201109MOP,Cancer Biology & Therapeutics,Chromatin remodeling dynamics during human DNA double strand break repair,"$758,975",$0,,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; AGING; CELL BIOLOGY; MOLECULAR BIOLOGY,2012-04-01,2017-03-31,0,,,"chromatin remodeling, DNA repair, double strand break"
"Goodarzi, Aaron",University of Calgary,Alberta,Project Grant,202003PJT,Cancer Biology & Therapeutics,"High-Throughput Analysis of Low Dose, Repetitive Alpha Particle Irradiation as a source of Radon-Induced Lung Cancer","$940,950",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Mechanisms of Carcinogenesis,2020-10-01,2025-09-30,0,,,"Alpha particle, irradiation, lung cancer"
"Goodyer, Paul R",Research Institute of the McGill University Health Centre,Quebec,Operating Grant - E-Rare-2: Innovative Therapeutic Approaches,201405ERL,Special Cases,Novel Therapies for Cystinosis,"$224,998",$0,,,3 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",METABOLISM AND NUTRITION; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; GENETICS; METABOLISM/DIABETES,2015-04-01,2018-03-31,0,,,Cystinosis
"Gorczynski, Reginald M",University Health Network (Toronto),Ontario,Operating Grant,201003MOP,Cancer Progression & Therapeutics 2,Characterization of importance of sCD200 levels for prognosis in CLL patients,"$599,397",$0,,,5 yrs 0 mth ,Cancer Research,LEUKAEMIAS; CANCER THERAPY GENERAL; CANCER; BLOOD,2010-10-01,2015-09-30,1,,,"sCD200, prognosis, CLL"
"Gorski, Sharon M","Simon Fraser University (Burnaby, B.C.)",British Columbia,Operating Grant - Priority Announcement: Breast Cancer Research (AVON),201209OBC,Cancer Progression & Therapeutics,Autophagy inhibition for the treatment of chemotherapy-refractory triple-negative breast cancer,$0,$0,"$750,000",Avon Foundation for Women - Canada,5 yrs 0 mth ,Cancer Research,BREAST CANCER; BREAST CANCER THERAPY; CANCER; CELL BIOLOGY,2013-04-01,2018-03-31,1,,,"Autophagy, chemotherapy, breast cancer"
"Gorski, Sharon M","Simon Fraser University (Burnaby, B.C.)",British Columbia,Project Grant - Priority Announcement: Cancer Research,202309PJS,Cancer Progression & Therapeutics 2,Targeting adaptive autophagy to enhance treatment response in pancreatic cancer,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2024-03-01,2025-02-28,1,,,"autophagy, pancreatic cancer, treatment response"
"Gorski, Sharon M","Simon Fraser University (Burnaby, B.C.)",British Columbia,Project Grant,202403PJT,Cancer Progression & Therapeutics,Targeting adaptive autophagy to enhance treatment response in pancreatic cancer,"$994,500",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2024-03-01,2025-02-28,1,,,"autophagy, pancreatic cancer, treatment response"
"Gotman, Jean",McGill University,Quebec,Operating Grant,201303MOP,Medical Physics & Imaging,Electrical and metobolic analysis of human epileptogenic lesions,"$808,834",$0,,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",EPILEPSY; NERVOUS SYSTEM; IMAGING,2013-10-01,2015-06-30,0,,,"Electrical, metabolic, epileptogenic"
"Graham, Charles H","Queen's University (Kingston, Ontario)",Ontario,Operating Grant,201109MOP,Cancer Progression & Therapeutics,Mechanisms of hypoxia-induced immune escape in cancer and their regulation by nitric oxide,"$443,733",$0,,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; NONE OF THE ABOVE; CANCER; CELL BIOLOGY,2012-04-01,2015-03-31,0,,,"hypoxia, immune escape, nitric oxide"
"Graham, Charles H","Queen's University (Kingston, Ontario)",Ontario,Operating Grant,200809MOP,Cancer Progression & Therapeutics,Nitric oxide-mediated inhibition of hypoxia-induced immune escape in cancer,"$529,669",$0,,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; NONE OF THE ABOVE; CELL BIOLOGY; CANCER,2009-04-01,2012-03-31,0,,,"Nitric oxide, hypoxia, immune escape"
"Graham, Charles H","Queen's University (Kingston, Ontario)",Ontario,Project Grant,202003PJT,Cancer Biology & Therapeutics,Role of trained immunity in the response to BCG immunotherapy of bladder cancer,"$1,086,300",$0,,,5 yrs 0 mth ,Cancer Research,"Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",2020-10-01,2025-09-30,0,,,"trained immunity, BCG, bladder cancer"
"Graham, Janice E",Dalhousie University (Nova Scotia),Nova Scotia,Vaccines of the 21st Century,200903CVC,Catalyst Grant: Vaccines of the 21st Century,"Regulatory challenges to the development of new vaccines: Mapping   emergent relations between science, evidence and policy.","$98,980",$0,,,1 yr 0 mth ,Health Services and Policy Research,SOCIETAL & CULTURAL DIMENSIONS OF HEALTH; QUALITATIVE METHODS; HEALTH RESEARCH,2009-10-01,2010-09-30,0,,,"vaccines, science, policy"
"Graham, Simon J","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,202209PJT,Medical Physics & Imaging,"Modernizing Classic Tests of Cognition using Computerized Tablets, Eye-tracking and Functional Neuroimaging","$1,328,230",$0,,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction","Neurosciences-Cognition, Communication and Behaviour (including sleep and memory)",2023-04-01,2028-03-31,0,,,"Cognition, Eye-tracking, Neuroimaging"
