Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,External_Funding,External_Funding_Partner,Term_Years_Months
"Cullis, Pieter R",University of British Columbia,British Columbia,Operating Grant,200810MOP,Cancer Biology & Therapeutics,Investigations of nanoparticulate formulations of lipophilic prodrugs,"$100,000",$0,,,1 yr 0 mth 
"Czarnota, Gregory J; Kolios, Michael C","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,201710PJT,Medical Physics & Imaging,Quantitative Ultrasound for A Priori Breast Cancer Chemotherapy Response Prediction,"$100,000",$0,,,1 yr 0 mth 
"Davie, James R",University of Manitoba,Manitoba,CIHR/Regional Partnership Program/Operating Grants,200903ROP,Cancer Biology & Therapeutics,Nucleosomal response and immediate early gene expression,"$100,000",$0,,,2 yrs 0 mth 
"Deblois, Genevieve",Université de Montréal,Quebec,Project Grant - PA: Epigenetics/epigenomics in human health or disease,202003PJG,Cancer Biology & Therapeutics 2,Investigating the metabolic determinants of triple-negative breast cancer progression through chromatin dependencies,"$100,000",$0,,,1 yr 0 mth 
"Deblois, Genevieve",Université de Montréal,Quebec,Project Grant - PA: Epigenetics/epigenomics in human health or disease,202104PJG,Cancer Progression & Therapeutics,Investigating the metabolic determinants of triple-negative breast cancer progression through chromatin dependencies,"$100,000",$0,,,1 yr 0 mth 
"Dedhar, Shoukat R",University of British Columbia,British Columbia,Operating Grant - Priority Announcement: Breast Cancer,201303COP,Cancer Biology & Therapeutics,"Role of ILK/Rictor complex in the TGF-b and Hippo signaling pathway mediated EMT, cancer stem cell function and tumor progression","$100,000",$0,,,1 yr 0 mth 
"Diamandis, Eleftherios P",Sinai Health System (Toronto),Ontario,Operating Grant,200810MOP,Cancer Progression & Therapeutics,"Genetic, Epigenetic and Proteomic Analysis of the Kallikrein Family in Search for Novel Diagnostic Prognostic and Risk Susceptibility Algorithms for Prostate Cancer","$100,000",$0,,,1 yr 0 mth 
"Dimitroulakos, Jim",Ottawa Hospital Research Institute,Ontario,Operating Grant - PA: Cancer Research (bridge funding),201203IC1,Cancer Progression & Therapeutics 2,The cellular stress response regulator ATF3 is a novel mediator of platin induced tumour cell cytotoxicity and resistance,"$100,000",$0,,,1 yr 0 mth 
"Dirks, Peter B",Hospital for Sick Children (Toronto),Ontario,Project Grant - Priority Announcement: Pediatric Cancer Research,202303PDI,Cancer Biology & Therapeutics,Injury Reprogramming at the Root of Glioblastoma Initiation and Progression,"$100,000",$0,,,1 yr 0 mth 
"Durocher, Francine",Université Laval,Quebec,Project Grant - PA: Breast Cancer Research,202209PLL,Cancer Progression & Therapeutics,TBC1D9: therapeutic target of the aggressiveness of triple negative breast cancer,"$100,000",$0,,,1 yr 0 mth 
"Duronio, Vincent",University of British Columbia,British Columbia,Operating Grant - PA: Institute of Cancer Research (bridge funding),200909IC3,Cancer Biology & Therapeutics,MCL-1: Functions in the nucleus regulating cell cycle and DNA damage response,"$100,000",$0,,,1 yr 0 mth 
"Duval, Michel","Centre hospitalier universitaire Sainte-Justine (Montréal, Québec)",Quebec,Project Grant - Priority Announcement: Pediatric Cancer Research,202303PDI,Cancer Biology & Therapeutics,Phase I first-in-human trial for ThINKK adoptive immunotherapy in children with high-risk cancers,"$100,000",$0,,,1 yr 0 mth 
"Duval, Michel","Centre hospitalier universitaire Sainte-Justine (Montréal, Québec)",Quebec,Project Grant - Priority Announcement: Pediatric Cancer Research,202209PDI,Cancer Biology & Therapeutics,Phase I first-in-human trial of ThINKK adoptive immunotherapy in children with high-risk cancers,"$100,000",$0,,,1 yr 0 mth 
"Eames, Brian F; Chen, Xiongbiao",University of Saskatchewan,Saskatchewan,Operating Grant - PA: IMHA - New Invest.- Musculoskeletal Health Bridge Funding,201503ONM,Biomedical Engineering,Zonal articular cartilage tissue engineering,"$100,000",$0,,,1 yr 0 mth 
"Elahi, Shokrollah",University of Alberta,Alberta,Project Grant - PA: Breast Cancer Research,202303PLL,Cancer Progression & Therapeutics,Erythroid progenitors and precursors impair tumor immunogenicity and promote tumour progression in breast cancer,"$100,000",$0,,,1 yr 0 mth 
"Elahi, Shokrollah",University of Alberta,Alberta,Project Grant - PA: Breast Cancer Research,202109PLL,Cancer Biology & Therapeutics 2,Erythroid progenitors and precursors impair tumor immunogenicity and promote tumour progression in breast cancer,"$100,000",$0,,,1 yr 0 mth 
"Elliott, Janet A; Mcgann, Locksley E",University of Alberta,Alberta,Operating Grant,201110MOP,Biomedical Engineering,Cryobiology and Preservation of Cells and Tissues,"$100,000",$0,,,1 yr 0 mth 
"Elliott, Janet A; Mcgann, Locksley E",University of Alberta,Alberta,Operating Grant - PA: INMHA (bridge funding),201209INO,Biomedical Engineering,Cryobiology and Preservation of Cells and Tissues,"$100,000",$0,,,1 yr 0 mth 
"Elliott, Janet A; Mcgann, Locksley E",University of Alberta,Alberta,Operating Grant - PA: INMHA (bridge funding),201303INO,Biomedical Engineering,Cryobiology and Preservation of Cells and Tissues,"$100,000",$0,,,1 yr 0 mth 
"Fenster, Aaron",Western University (Ontario),Ontario,Operating Grant,201405MOP,Medical Physics & Imaging,MR-Guided Focal Laser Thermal Ablation of Prostate Cancer therapy,"$100,000",$0,,,1 yr 0 mth 
"Finzi, Andrés",Centre hospitalier de l'Université de Montréal (CHUM),Quebec,Catalyst Grant: Innovation in HIV Vaccine and HIV Cure Research,201211CHR,HIV Vaccine and Cure Research,Identification of Naturally-Occurring anti-HIV-1 Neutralizing Molecules from a Cohort of Highly-HIV-1-Exposed Seronegative Individuals,"$100,000",$0,,,1 yr 0 mth 
"Freywald, Andrew; Bisson, Nicolas; Dadachova, Ekaterina; Vizeacoumar, Franco J",University of Saskatchewan,Saskatchewan,Project Grant - PA: Breast Cancer Research,202309PLL,Cancer Progression & Therapeutics 2,Targeting the EGFR/EphA2 crosstalk in triple negative breast cancer,"$100,000",$0,,,1 yr 0 mth 
"Gariepy, Jean",University Health Network (Toronto),Ontario,Operating Grant - PA: Cancer Research (bridge funding),200903IC1,Cancer Biology & Therapeutics,Targeted imaging and therapy of breast cancers using Tn antigen-specific DNA aptamers,"$100,000",$0,,,1 yr 0 mth 
"Garzia, Livia",Research Institute of the McGill University Health Centre,Quebec,Project Grant - Priority Announcement: Pediatric Cancer Research,202209PDI,Cancer Progression & Therapeutics,Epigenetic mechanisms of osteosarcoma pathogenesis and progression.,"$100,000",$0,,,1 yr 0 mth 
"Ghahary, Aziz",University of British Columbia,British Columbia,Project Grant - PA: MSK/Skin/Oral Health: Clinical Research - Skin Health,201903PJ6,Biomedical Engineering,Development and application of a Multifunctional Nutrient-rich Composite Scaffold for Treatment of Complex Wounds,"$100,000",$0,,,1 yr 0 mth 
"Gilbert, Penney M",University of Toronto,Ontario,Operating Grant - PA: IMHA - New Invest.- Musculoskeletal Health Bridge Funding,201403ONM,Biomedical Engineering,Matrix biomechanics and satellite cell aging,"$100,000",$0,,,1 yr 0 mth 
"Gorski, Sharon M","Simon Fraser University (Burnaby, B.C.)",British Columbia,Project Grant - Priority Announcement: Cancer Research,202309PJS,Cancer Progression & Therapeutics 2,Targeting adaptive autophagy to enhance treatment response in pancreatic cancer,"$100,000",$0,,,1 yr 0 mth 
"Grant, Michael D",Memorial University of Newfoundland,Newfoundland and Labrador,Catalyst Grant: HIV/AIDS Vaccine Discovery Research (Can HIV Vaccine Initiative),200811CHV,HIV Vaccine Discovery,Heteroclitic Peptides to Increase Human Immunodeficiency Virus-specific CD8+ T cell Interleukin-2 Production,"$100,000",$0,,,1 yr 0 mth 
"Greer, Peter A","Queen's University (Kingston, Ontario)",Ontario,Project Grant,201804PJT,Cancer Progression & Therapeutics 2,Calpain as a novel therapeutic target in breast cancer,"$100,000",$0,,,1 yr 0 mth 
"Gros-Louis, Francois",Université Laval,Quebec,Operating Grant - PA: IMHA - New Investigator - Skin Health Bridge Funding,201503ONS,Biomedical Engineering,Tissue-engineered in-vitro skin model to facilitate the identification of disease biomarkers for Amyotrophic Lateral Sclerosis,"$100,000",$0,,,1 yr 0 mth 
"Gros-Louis, Francois",Université Laval,Quebec,Pro. Gr. - PA: Inst. of Musculoskeletal Health and Arthritis: IMHA Mandate Areas,202209MHM,Biomedical Engineering,Depicting disease heterogeneity in neurofibromatosis type 1 and the role of microenvironment in NF1-associated skin tumor formation through personalized tissue-engineered 3D models,"$100,000",$0,,,1 yr 0 mth 
"Harvey, Edward J",Research Institute of the McGill University Health Centre,Quebec,Project Grant,201804PJT,Biomedical Engineering,Advanced sensors for acute and chronic brain injury,"$100,000",$0,,,1 yr 0 mth 
"Hassell, John A",McMaster University,Ontario,Operating Grant - Priority Announcement: Breast Cancer,201403COP,Cancer Progression & Therapeutics,Identification and characterization of drugs affecting serotonin signalling that may be repurposed to treat breast cancer,"$100,000",$0,,,1 yr 0 mth 
"Holt, Rob",University of British Columbia,British Columbia,Vaccines of the 21st Century,200903CVC,Catalyst Grant: Vaccines of the 21st Century,Immunogenicity and HLA restriction of kinase mutations in colorectal adenoma and carcinoma patients,"$100,000",$0,,,1 yr 0 mth 
"Ilangumaran, Subburaj",Université de Sherbrooke,Quebec,Project - PA: Cancer Prevention and Early Detection of Hard to Treat Cancers,202104PQQ,Cancer Biology & Therapeutics 2,Role of SOCS1 in maintaining prostate homeostasis and in suppressing malignant growth,"$100,000",$0,,,1 yr 0 mth 
"Jiang, Xiaoyan",University of British Columbia,British Columbia,Project Grant,202210PJT,Cancer Progression & Therapeutics,A novel oncolytic virotherapy to overcome drug-resistance in acute myeloid leukemia,"$100,000",$0,,,1 yr 0 mth 
"Jolicoeur, Paul",Institut de recherches cliniques de Montréal,Quebec,Catalyst Grant: HIV/AIDS Vaccine Discovery Research (Can HIV Vaccine Initiative),200811CHV,HIV Vaccine Discovery,Dissecting the mechanisms of protection by attenuated Nef-deleted HIV vaccine,"$100,000",$0,,,1 yr 0 mth 
"Ju, MyeongJin; Beg, Mirza Faisal; Navajas, Eduardo",University of British Columbia,British Columbia,Project Grant,202210PJT,Medical Physics & Imaging,Advanced Multi-parametric Retinal Imaging for AMD Classification Modeling,"$100,000",$0,,,1 yr 0 mth 
"Kaushic, Charu",McMaster University,Ontario,Catalyst Grant: Innovation in HIV Vaccine and HIV Cure Research,201211CHR,HIV Vaccine and Cure Research,A humanized mouse model for understanding HIV-1 mucosal pathogenesis,"$100,000",$0,,,1 yr 0 mth 
"Koch, Anne",University Health Network (Toronto),Ontario,Operating Grant - PA: Cancer Research (bridge funding),200809IC1,Cancer Biology & Therapeutics,Characterization of APLF (C2orf13) in DNA double-strand break repair and in the maintenance of genome stability,"$100,000",$0,,,1 yr 0 mth 
"Kollmann, Tobias R",University of British Columbia,British Columbia,Vaccines of the 21st Century,200903CVC,Catalyst Grant: Vaccines of the 21st Century,Vaccines for Asthma and Allergies - an Immune-Prophylactic and -Therapeutic Approach,"$100,000",$0,,,1 yr 0 mth 
"Korneluk, Robert G",Children's Hospital of Eastern Ontario Research Institute Inc,Ontario,Operating Grant: Targeting High Fatality Cancers - Innovation Grant,201601TFC,Targeting High Fatality Cancers Innovation Grant,Combination of IAP antagonism and immune checkpoint blockade to  treat brain cancer,"$100,000",$0,,,1 yr 0 mth 
"Kotsopoulos, Joanne",Women's College Hospital (Toronto),Ontario,Operating Grant - Priority Announcement: Ovarian Cancer (bridge funding),201109OVA,Cancer Progression & Therapeutics 2,Telomere Length and Ovarian Cancer Prognosis,"$100,000",$0,,,1 yr 0 mth 
"Lam, Wan L",University of British Columbia,British Columbia,Operating Grant,200810MOP,Cancer Progression & Therapeutics,Molecular mechanisms of lung cancer development in former smokers,"$100,000",$0,,,1 yr 0 mth 
"Langlois, Marc-Andre",Université Laval,Quebec,Catalyst Grant: HIV/AIDS Vaccine Discovery Research (Can HIV Vaccine Initiative),200811CHV,HIV Vaccine Discovery,Promoting innate immunity to HIV infection by vaccine delivery of third generation RNA analogs,"$100,000",$0,,,1 yr 0 mth 
"Lapointe, Réjean",Centre hospitalier de l'Université de Montréal (CHUM),Quebec,Vaccines of the 21st Century,200903CVC,Catalyst Grant: Vaccines of the 21st Century,Defining innovating cancer vaccine based on virus-like particles by targeting multiple antigens,"$100,000",$0,,,1 yr 0 mth 
"Larrivee, Bruno; Manem, Venkata S",CIUSSS Est-de-l'Ile-de- Montréal-Maisonneuve Rosemont,Quebec,Project Grant - PA: Breast Cancer Research,202109PLL,Cancer Progression & Therapeutics,Targeting BMP signaling in the tumor endothelium to improve cancer immunotherapy,"$100,000",$0,,,1 yr 0 mth 
"Lavasanifar, Afsaneh",University of Alberta,Alberta,Operating Grant,201405MOP,Cancer Progression & Therapeutics 2,Nanodelivery Systems for Modulation of Chemotherapy Response in Invasive and Metastatic Breast Cancer,"$100,000",$0,,,1 yr 0 mth 
"Lebrun, David P","Queen's University (Kingston, Ontario)",Ontario,Operating Grant,201505MOP,Cancer Progression & Therapeutics,Elucidating the mechanisms and reverting the hematopoietic consequences of target gene deregulation by the oncogenic transcription factor E2A-PBX1,"$100,000",$0,,,1 yr 0 mth 
"Lee, Patrick W",Dalhousie University (Nova Scotia),Nova Scotia,Operating Grant,201405MOP,Cancer Biology & Therapeutics,"The role of NMNAT2, a new p53 target gene, in feedback regulation of p53 function via the SIRT deacetylases.","$100,000",$0,,,1 yr 0 mth 
"Lee, Ting-Yim",London Health Sciences Centre Res. Inc. (Ont.),Ontario,Project Grant,201804PJT,Medical Physics & Imaging,Selective Brain Hypothermia via Intranasal Cooling to Limit Brain Injury  Post Cardiac Arrest,"$100,000",$0,,,1 yr 0 mth 
"Leng, Roger P",University of Alberta,Alberta,Operating Grant,201505MOP,Cancer Biology & Therapeutics,Regulation of the p53 Tumor Suppressor in Tumorigenesis.,"$100,000",$0,,,1 yr 0 mth 
"Leng, Roger P",University of Alberta,Alberta,Project Grant - PA: Breast Cancer Research,202309PLL,Cancer Progression & Therapeutics 2,Role of USP7 and Potential Therapy in Human Cancers.,"$100,000",$0,,,1 yr 0 mth 
"Lesage, Frédéric; Girouard, Hélène",Polytechnique Montréal,Quebec,Project Grant - Priority Announcement: Aging,202409PJ2,Medical Physics & Imaging,Measuring the impact of transient microvascular blockage on dynamic oxygen delivery and brain damage.,"$100,000",$0,,,1 yr 0 mth 
"Li, Gang",University of British Columbia,British Columbia,Operating Grant - PA: Cancer Research (bridge funding),201003IC1,Cancer Biology & Therapeutics,The role of tumour suppressor ING1b in genomic stability upon replication stress,"$100,000",$0,,,1 yr 0 mth 
"Lichty, Brian D",McMaster University,Ontario,Operating Grant,200810MOP,Cancer Biology & Therapeutics,Determining the fate of tumour cells killed by an oncolytic virus.,"$100,000",$0,,,1 yr 0 mth 
"Lipsman, Nir","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant - PA: Cancer Research - Breast Cancer,202010PWW,Cancer Biology & Therapeutics 2,A trial to evaluate the safety and feasibility of blood-brain brain opening using MRI-guided focused ultrasound in the treatment of Her2-positive breast cancer brain metastases,"$100,000",$0,,,1 yr 0 mth 
"Liu, Fei-Fei",University Health Network (Toronto),Ontario,Operating Grant - PA: Cancer Research (bridge funding),201009IC1,Cancer Progression & Therapeutics 2,MicroRNA and mRNA Expression Profiling to Predict Outcome and Characterize the Cervix Cancer Microenvironment,"$100,000",$0,,,1 yr 0 mth 
"Lockwood, William W",University of British Columbia,British Columbia,Project Grant - Priority Announcement: Cancer Research,202209PJS,Cancer Biology & Therapeutics,SNF2 Histone Linker PHD RING Helicase as a novel tumor suppressor gene and risk factor in lung adenocarcinoma development,"$100,000",$0,,,1 yr 0 mth 
"Luo, Ma",University of Manitoba,Manitoba,Vaccines of the 21st Century,200903CVC,Catalyst Grant: Vaccines of the 21st Century,ATTACKING HIV PROTEASE CLEAVAGE SITES WITH IMMUNIZATION - Explore the rapid mutation rate of HIV-1,"$100,000",$0,,,1 yr 0 mth 
