Name,Institution_Paid,Province,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,External Funding,External Funding Partner,Term_Years_Months
"Zehbe, Ingeborg; Curiel, Laura","Lakehead University (Thunder Bay, Ontario)",Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,High intensity focused ultrasound and newly engineered single domain antibodies for non-invasive treatment of human papillomavirus-related cervical cancer,"$226,870",$0,,,3 yrs 0 mth 
"Zhu, Julian X.X. X",Université de Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,New Polymer Composites Based on Natural Compounds for Dental Applications,"$226,900",$0,,,3 yrs 0 mth 
"Mostafavi, Mir Abolfazl; Edwards, Geoffreyjen; Hubert, Frédéric; Noreau, Luc; Routhier, François; Vincent, Claude",Université Laval,Quebec,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a mobile multimodal assistive technology for the navigation of persons with disabilities in urban area,"$229,983",$0,,,3 yrs 0 mth 
"Ringuette, Maurice J",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Development of SPARC mimetic peptides for targeting peritoneal metastasis of epithelial ovarian cancer,"$230,549",$0,,,3 yrs 0 mth 
"Menon, Carlo; Martin, Pauline; Eng, Janice J","Simon Fraser University (Burnaby, B.C.)",British Columbia,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Transformative Ankle Bracelet,"$231,245","$6,500",,,3 yrs 0 mth 
"Genov, Roman; Perez Velazquez, Jose L; Valiante, Taufik A",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Patient-Specific Adaptive Closed-Loop Neurostimulation for Optimum Treatment of Intractable Epilepsy,"$232,200",$0,,,3 yrs 0 mth 
"Simmons, Craig A",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Microfluidic drug screening in complex vascular microenvironments,"$232,628",$0,,,3 yrs 0 mth 
"Schriemer, David C",University of Calgary,Alberta,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Next Generation Anti-mitotics for Treatment-Refractory Cancer,"$233,500",$0,,,3 yrs 0 mth 
"Piret, James M; Blades, Michael W; Kieffer, Timothy J; Turner, Robin F",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Raman Spectroscopy Analysis to Improve the Validation of Cell Therapy Manufacturing Processes,"$233,800",$0,,,3 yrs 0 mth 
"Sutherland, Garnette R; Tavakoli, Mahdi",University of Calgary,Alberta,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,A novel neurosurgery-specific haptic hand-controller for robot-assisted surgical systems,"$234,250",$0,,,3 yrs 0 mth 
"Sivaloganathan, Sivabal",University of Waterloo (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Effective estimation of second cancer risks and resultant possible improvements of treatment protocols,"$234,409",$0,,,3 yrs 0 mth 
"Anglin, Carolyn; Amiri, Shahram; Guy, Pierre; Hodgson, Antony J",University of Calgary,Alberta,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Development and Clinical Efficacies of an Innovative Quantitative Intraoperative C-arm System,"$234,775",$0,,,3 yrs 0 mth 
"Sefton, Michael V; Cattral, Mark S",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Vascularized regenerative biomaterials for medical devices and cell therapy,"$235,413",$0,,,3 yrs 0 mth 
"Lesage, Frédéric; Sylvestre, Jean-Philippe; Soucy, Jean-Paul",Polytechnique Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Improving the identification of retinal biomarkers of Alzheimer disease in vivo,"$237,423","$22,613",,,3 yrs 0 mth 
"Polyzois, Dimos",University of Manitoba,Manitoba,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a protocol for the renewal of housing to improve the health of First Nations residents,"$237,525",$0,,,3 yrs 0 mth 
"Pasini, Damiano; Tanzer, Michael",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a mechanically biomcompatible hip replacement implant with Ti-6Al-4V open-cell microlattice architecture,"$237,998",$0,,,3 yrs 0 mth 
"Bainbridge, Shannon A; Smith, Graeme N; Chan, Adrian D",University of Ottawa,Ontario,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Automated placenta screening to improve maternal lifetime cardiovascular health,"$238,045","$6,000",,,3 yrs 0 mth 
"Proulx, Stéphanie",Université Laval,Quebec,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Thérapie tissulaire de la cornée: utilisation d'un élastomère thermoplastique pour la bioingénierie du stroma cornéen,"$239,210",$0,,,3 yrs 0 mth 
"Waldman, Stephen D","Queen's University (Kingston, Ontario)",Ontario,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Patient-specific cartilage implants: development and surgical implantation,"$239,229",$0,,,3 yrs 0 mth 
"Fox-Robichaud, Alison E; Selvaganapathy, Ponnambalam R",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Point of Care Device for Rapid Quantification of Cell-Free DNA  with Application in Severe Sepsis,"$240,400",$0,,,3 yrs 0 mth 
"Hoare, Todd R; Mishra, Ram K; Wan, Yonghong",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Engineering Starch-Based Nanoparticles and Nanoparticle Clusters for Improving Local Drug Delivery to Tumour Cores and the Brain,"$240,625",$0,,,3 yrs 0 mth 
"Rohling, Robert N; Pugash, Denise",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Quantitative ultrasound for detecting abnormalities of the placenta,"$240,861",$0,,,3 yrs 0 mth 
"Mubareka, Samira; Savory, Eric",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Characterization and mitigation of experimental and natural viral bioaerosols,"$241,032",$0,,,3 yrs 0 mth 
"Jakeman, David L",Dalhousie University (Nova Scotia),Nova Scotia,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,"Structural, enzymatic and cellular mechanism of action studies on new jadomycins","$241,600",$0,,,3 yrs 0 mth 
"Stradiotto, Mark",Dalhousie University (Nova Scotia),Nova Scotia,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,An interdisciplinary approach towards the development of a disease-stabilizing treatment for Alzheimer's disease,"$242,000",$0,,,3 yrs 0 mth 
"Kolios, Michael C; Acker, Jason P",Toronto Metropolitan University,Toronto,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Characterization of blood storage lesions using photoacoustic technologies,"$242,595",$0,,,3 yrs 0 mth 
"Boulanger, Pierre B; Becher, Harald",University of Alberta,Alberta,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Multiview Ultrasound Fusion for Cardiac and Non-cardiac Imaging,"$244,296",$0,,,3 yrs 0 mth 
"Sinton, David A",University of Victoria (British Columbia),British Columbia,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,High-throughput sperm motility assay and automated selection for clinical in vitro fertilization,"$244,500",$0,,,3 yrs 0 mth 
"Campbell, Melanie Crombie W",University of Waterloo (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Novel Diagnostic Methods for Imaging Amyloid Beta in the eye in association with alzheimer's disease,"$245,026",$0,,,3 yrs 0 mth 
"Orvig, Christopher E",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Development and potential mechanisms in bifunctional lanthanide compound enhancement of deteriorating bone structures,"$245,410",$0,,,3 yrs 0 mth 
"Abbasi Nejad Enger, Shirin; Alfieri, Joanne; Seuntjens, Jan P; Vuong, Te",Research Institute of the McGill University Health Centre,Quebec,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Novel Delivery System for High Dose Rate Intensity Modulated Brachytherapy with Yb-169 as a Radiation Source,"$245,475","$65,000",,,3 yrs 0 mth 
"Ghahary, Aziz",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Development and Application of Nanofibres Releasing Anti-Fibrogenic Factors for treating Dermal Fibrosis,"$246,168",$0,,,3 yrs 0 mth 
"Fittipaldi, Nahuel V; Unger, Sharon; Doyen, Alain",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Refining processes to maximize the provision of donor human milk rich in nutrients and bioactive components: An integrated multidisciplinary approach at a human milk bank serving critically-ill neonates.,"$246,233","$10,900",,,3 yrs 0 mth 
"Kennedy, Timothy E; Lennox, Robert B",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Bio-integrated fully implantable peripheral nerve electrode for functional upper limb prostheses,"$247,080",$0,,,3 yrs 0 mth 
"Rousseau, Guy",Université de Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Intervention innovatrice complémentaire à l'angioplastie pour réduire la taille de l'infarctus du myocarde,"$247,250",$0,,,3 yrs 0 mth 
"Wilson, Brian C",University Health Network (Toronto),Ontario,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Response Monitoring and Control of Prostate Focal Laser Thermal Therapy with Hybrid Trans-rectal NIR Optical Tomography and 3D Ultrasound,"$247,475",$0,,,3 yrs 0 mth 
"Mahony, James B; Selvaganapathy, Ponnambalam R",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Universal point-of-care test device for the rapid diagnosis of infectious diseases,"$247,495",$0,,,3 yrs 0 mth 
"Allingham, John S; Craig, Andrew W; Evans, P A","Queen's University (Kingston, Ontario)",Ontario,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Development of antibody-drug conjugates that use actin-targeting warheads,"$248,750",$0,,,3 yrs 0 mth 
"Biddiss, Elaine A; Fehlings, Darcy L",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Design and evaluation of an interactive computer play platform to motivate participation in home-based therapies for young people with cerebral palsy: Let's Play!,"$248,885",$0,,,3 yrs 0 mth 
"Reznik, Alla","Lakehead University (Thunder Bay, Ontario)",Ontario,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Practical implementation of real-time low-dose x-ray imaging,"$249,000",$0,,,3 yrs 0 mth 
"Lesage, Frédéric; Comeau, Roch M; Nguyen, Dang K; Sawan, Mohamad",Polytechnique Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Integrated time-domain micro-optode to facilitate long-term clinical fNIRS,"$249,000",$0,,,3 yrs 0 mth 
"Dunn, Jeff F; Barlow, Karen M",University of Calgary,Alberta,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Application of functional near-infrared imaging as a biomarker of injury and recovery in mild traumatic brain injury and concussion,"$249,682",$0,,,3 yrs 0 mth 
"Towler, Mark R; Schemitsch, Emil H",Toronto Metropolitan University,Toronto,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Synthesis of Bioactive Augments for use in Revision Knee Joint Replacement,"$250,861",$0,,,3 yrs 0 mth 
"Chen, Pu",University of Waterloo (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Amino acid pairing peptide mediated delivery of short interfering RNAs (siRNAs),"$251,187",$0,,,3 yrs 0 mth 
"Menon, Carlo; Boyd, Lara","Simon Fraser University (Burnaby, B.C.)",British Columbia,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Restoring normal gait: a disruptive assistive technology,"$251,314",$0,,,3 yrs 0 mth 
"Diller, Eric D; Goldenberg, Andrew A; Drake, James M",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Novel Multimodal Sensing and Actuation Mechanisms for Intra-Ventricular Neurosurgery Robotic Tools,"$251,940","$10,500",,,3 yrs 0 mth 
"Martel, Sylvain; Soulez, Gilles",Polytechnique Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Endovascular navigation of magnetic drug eluting beads for liver cancer therapy: Feasibility and optimization,"$252,318",$0,,,3 yrs 0 mth 
"Johnson, James A; Athwal, George S; Eagleson, Roy A; Ferreira, Louis M; Lebel, Marie-Eve; Patel, Rajnikant V; Polouchine, Ilia; Tutunea-Fatan, Remus O",Western University (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a Virtual Training Simulator to Model Shoulder Replacement Surgery,"$253,000",$0,,,3 yrs 0 mth 
"Yang, Victor X; Barnes, Elizabeth A; Chin, Lee",Toronto Metropolitan University,Toronto,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Photodynamic therapy of non-melanoma skin cancers - development of a comprehensive image-guided planning system for personalized treatment,"$253,500",$0,,,3 yrs 0 mth 
"Lee, Wonsook",University of Ottawa,Ontario,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Detection and simulation of femoroacetabular impingement,"$253,650",$0,,,3 yrs 0 mth 
"Ma, Hongshen",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Microfluidic enrichment of circulating tumor cells,"$253,983",$0,,,3 yrs 0 mth 
"Grynpas, Marc D; Willett, Thomas",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Irradiation-Sterilized Skeletal Allografts with Superior Biomechanical Performance through Collaborative Multidisciplinary Translational Research,"$255,330",$0,,,3 yrs 0 mth 
"Fels, Sidney S",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Model-based prediction of mastication and swallowing outcomes for head and neck surgery,"$255,500",$0,,,3 yrs 0 mth 
"Minchinton, Andrew I; Bacha, Jeffrey; Perrin, David M",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Hypoxia-selective inhibitors of DNA repair,"$259,381",$0,,,3 yrs 0 mth 
"Santerre, Paul; Whyne, Cari M",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Novel adhesive polymeric membranes for binding degradable composite materials to bone in craniomaxillofacial repair,"$260,200",$0,,,3 yrs 0 mth 
"Valliant, John F; Foster, F. Stuart",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Development of Molecularly Targeted Ultrasound Contrast Agents for Prostate Cancer Imaging using Bioorthogonal Chemistry,"$261,250",$0,,,3 yrs 0 mth 
"Godin, Michel; Courtman, David W; Davis, Darryl R; Harden, James L",University of Ottawa,Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Cocooning Therapeutic Cells,"$261,805",$0,,,3 yrs 0 mth 
"Chan, Timothy",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,ARRT: Adaptive and Robust Radiation Therapy treatment planning for lung cancer,"$263,123",$0,,,3 yrs 0 mth 
"Leblond, Frederic; Petrecca, Kevin; Wilson, Brian C",Polytechnique Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Development and clinical translation of a Raman spectroscopy imaging technique to increase the extent of tumor resection in glioma surgery,"$264,929",$0,,,3 yrs 0 mth 
"Lin, Francis; Rigatto, Claudio",University of Manitoba,Manitoba,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Developing Novel Integrated Point-of-Care Systems for Chronic Kidney Disease Biomarkers Measurements,"$265,170",$0,,,3 yrs 0 mth 
"Barzda, Virginijus",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Non-linear multimodal mircoendoscopy for lung cancer pathology,"$265,500",$0,,,3 yrs 0 mth 
"Eng, Janice J; Yao, Jennifer K; Servati, Peyman",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Instrumented i-GRASP for the assessment and treatment of upper extremity function after neurological injury,"$268,658",$0,,,3 yrs 0 mth 
"Meunier, Michel; Costantino, Santiago; Sapieha, Przemyslaw (Mike) S",Polytechnique Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Nanoplasmonics Enhanced Laser Gene Delivery for Retinal Degenerative Diseases,"$269,000",$0,,,3 yrs 0 mth 
"Levi, Ofer",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Simultaneous optical imaging of oxygenation and blood flow for chronic monitoring of stroke and seizure activity,"$270,000",$0,,,3 yrs 0 mth 
"Li, Ren-Ke; Sharifpoor, Soror; Sun, Yu",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Rescue Electrical Conduction of Heart Scar Tissue to Diminish Cardiac Arrhythmia,"$271,119",$0,,,3 yrs 0 mth 
"Finlay, Warren H",University of Alberta,Alberta,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Realistic lung deposition models and measurements (REALiSM^2),"$272,274",$0,,,3 yrs 0 mth 
"Sinton, David A; Jarvi, Keith A",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,"Sperm Olympics: Selecting 1 in 100,000 for Intracytoplasmic Sperm Injection","$272,390",$0,,,3 yrs 0 mth 
"Brown, Claire M; Siegel, Peter M",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Biophysical Tools for the Characterization of Breast Cancer Cell Migration and Invasion,"$272,500",$0,,,3 yrs 0 mth 
"Cusack, Rhodri",Western University (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Assessing neonatal brain fuction with fMRI,"$272,569",$0,,,3 yrs 0 mth 
"Harden, James L",University of Ottawa,Ontario,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Anti-microbial scaffold materials for cutaneous wound healing,"$273,128",$0,,,3 yrs 0 mth 
"Fusch, Christoph; Selvaganapathy, Ponnambalam R",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a pumpless lung assist device which acts like an artificial placenta for neonates with respiratory failure.,"$273,358",$0,,,3 yrs 0 mth 
"Patel, Rajnikant V; Mihailidis, Alex; Polouchine, Ilia; Tavakoli, Mahdi; Teasell, Robert W",Western University (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Novel Haptics-Enabled Robotic Systems for Rehabilitation Therapy,"$273,395",$0,,,3 yrs 0 mth 
"Santerre, Paul; Bendeck, Michelle P",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Degradable Cardiac Patch with Immuno-modulatory function,"$273,483",$0,,,3 yrs 0 mth 
"Connolly, John F; Timm, Lydia; Blain-Moraes, Stefanie; Fox-Robichaud, Alison E; Reilly, James J; Sonnadara, Ranil",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a Point of Care System for Automated Coma Prognosis,"$273,862",$0,,,3 yrs 0 mth 
"Zemp, Roger J; Moore, Ronald B; Usmani, Nawaid",University of Alberta,Alberta,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Modulation-Encoded Micromachined Transducer Arrays for Ultrasound and Photoacoustic Imaging of Prostate and Colorectal Cancer,"$274,000",$0,,,3 yrs 0 mth 
"Leask, Andrew C; Pope, Janet E",Western University (Ontario),Ontario,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,CCN3: a novel antifibrotic treatment?,"$274,797",$0,,,3 yrs 0 mth 
"Figeys, Daniel",University of Ottawa,Ontario,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Microfluidic platforms coupled to mass spectrometry for the quantitative analysis of circulating convertases and substrates,"$275,000",$0,,,3 yrs 0 mth 
"Sone, Eli D; Ganss, Bernhard; McCulloch, Christopher A",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,A novel mineralization-inducing membrane for promoting periodontal attachment,"$276,081",$0,,,3 yrs 0 mth 
"Purdie, Thomas G; Chan, Timothy; Ward, Aaron",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Advancing Personalized Cancer Care with an Automated Radiomics-Based Radiation Therapy Method,"$276,283",$0,,,3 yrs 0 mth 
"Tabrizian, Maryam; Antel, Jack P",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,"Rapidly-Gelling, Guanosine 5' Diphosphate-Crosslinked Injectable Chitosan Sponges to Promote Oligodendrocyte Progenitor Cells' Differentiation Post-Spinal Cord Injuries","$277,440",$0,,,3 yrs 0 mth 
"Soulez, Gilles; McGrath, Darach; Lerouge, Sophie",Université de Montréal,Quebec,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Optimization and preclinical testing of a sclerosing and embolizing gel for embolization of varicose veins,"$278,520","$3,500",,,3 yrs 0 mth 
"Abolmaesumi, Purang; Wodlinger, Brian; Black, Peter C",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Next Generation Micro-ultrasound Technology for Detection and Monitoring of Prostate Cancer,"$279,550",$0,,,3 yrs 0 mth 
"Wootton, Sarah; Thompson, Brad; Thebaud, Bernard",University of Guelph,Ontario,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Clinical Advancement of an AAV Lung Gene Therapy Platform for the Treatment of Monogenic Lung Diseases,"$280,788","$25,000",,,3 yrs 0 mth 
"Raha, Sandeep; Ewart, Thomas; Selvaganapathy, Ponnambalam R",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Placenta on a chip: A humanized platform for testing of pharmaceuticals and environmental chemicals,"$281,306","$12,500",,,3 yrs 0 mth 
"Herzog, Walter",University of Calgary,Alberta,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Muscle rehabilitation of cerebral palsy patients recieving botulinum toxin type-A (Botox) treatments,"$281,362",$0,,,3 yrs 0 mth 
"Kermode, Allison R","Simon Fraser University (Burnaby, B.C.)",British Columbia,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Formulation and efficacy of a corn-derived phenylalanine ammonia-lyase for the treatment of phenylketonuria (PKU) and hyperphenylalaninemias,"$282,360",$0,,,3 yrs 0 mth 
"Kelley, Shana O; Keshavjee, Shaf",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Rapid gene expression and protein profiling for transplantation medicine,"$282,900",$0,,,3 yrs 0 mth 
"Gates, Byron D; Bally, Marcel B; Yapp, Donald T","Simon Fraser University (Burnaby, B.C.)",British Columbia,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Simultaneous chemotherapy and radiation treatment in solid tumours: A new platform to promote synergy and therapeutic efficacy with radiation triggered drug release,"$283,503",$0,,,3 yrs 0 mth 
"Hore, Dennis K; Stanwick, Richard; Storey, Margaret-Anne; Wallace, Bruce B",University of Victoria (British Columbia),British Columbia,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Integrating a low-barrier drug checking platform into public health responses to overdose,"$283,950","$25,000",,,3 yrs 0 mth 
"Hafeli, Urs O",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Second generation liver tumour radioembolization with biodegradable monosized Re-188 micrspheres,"$284,364",$0,,,3 yrs 0 mth 
"Mihailidis, Alex; Miller, William C",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,"A Modular Intelligent Power Wheelchair System to Enhance Mobility, Safety and Participation of Users","$286,788",$0,,,3 yrs 0 mth 
"Hinz, Boris",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,High-throughput screening of cell contraction for applications in regenerative medicine and drug testing,"$287,484",$0,,,3 yrs 0 mth 
"Macaulay, Calum E; Poh, Catherine",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Real-Time In Vivo Oral Pathology for Clinical Decision Making,"$289,499",$0,,,3 yrs 0 mth 
"Santamaria, Pere",University of Calgary,Alberta,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,"Immunoregulatory nanovaccines: Optimization of physical, chemical, pharmacokinetic and immunological properties for bench-to-bedside translation","$289,740",$0,,,3 yrs 0 mth 
"Cramb, David T",University of Calgary,Alberta,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Rapid in vitro screening of nanomaterial distributions and toxicity,"$291,545",$0,,,3 yrs 0 mth 
