Name,All_Companies,Founding_Year,All_Companies_Count,Companies_After_CIHR_Funding,Companies_After_CIHR_Funding_Count,Seed,Seed_$,Series_A,Series_A_$,Series_B,Series_B_$,Series_C,Series_C_$,Series_D,Series_D_$,Series_E,Series_E_$,IPO,Acquirement,Exit_$,Cumulative_Investment_Gained,Funding_Efficiency,Institution_Paid,Province,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years,Cumulative_Grant_Amount,Cumulative_Term_Years,Primary_Institute,Research_Categories,Funding_Start,Funding_Start_Count,Funding_End,title_keywords,Patents,Cumulative Patents
"Ross, Ruth A",,,,,,,,,,,,,,,,,,,,,,,University of Toronto,Ontario,Proof of Principle Program - Phase I,201509PPP,Proof of Principle,Development and therapeutic validation of GPR55 modulators for the treatment of osteoclast-mediated disorders,155600,0,1,,,Musculoskeletal Health and Arthritis,"OSTEOPOROSIS; BONE CANCER; MUSCLE, BONE, OR JOINT; CANCER",2016-04-01,1,2017-03-31,"GPR55, modulators, osteoclast",1,
"Sadar, Marianne D",ESSA Pharma Inc,,1,,,,,,,,,,,,,,,,,,,,University of British Columbia,British Columbia,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,Preclinical evaluation of sintokamides as agents for treatment of advanced prostate cancer,150000,0,1,450000,2,Cancer Research,PROSTATE AND BLADDER CANCER; PROSTATE AND BLADDER CANCER THERAPY; CANCER; ENDOCRINOLOGY,2010-04-01,1,2011-03-31,"sintokamides, prostate cancer, preclinical",0,7
"Sadar, Marianne D",,,,,,,,,,,,,,,,,,,,,,,University of British Columbia,British Columbia,Proof of Principle Program - Phase II,201102PP2,Proof of Principle,Translational Development Program For Analogues of EPI-001 (PNG01-185) Compounds For the Treatment of Advanced Prostate Cancer,300000,0,1,,,Cancer Research,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; PROSTATE AND BLADDER CANCER THERAPY; CANCER; DRUG RESEARCH,2011-10-01,1,2012-09-30,"EPI-001, Prostate Cancer, Analogues",7,
"Salcudean, Septimiu E",Sonic Incytes,,1,,,,,,,,,,,,,,,,,,,,University of British Columbia,British Columbia,Proof of Principle Program - Phase I,201209PPP,Proof of Principle,Real-time Ultrasound Quantitative Elastography of the Prostate,143074,10850,1,153924,1,Cancer Research,PROSTATE AND BLADDER CANCER; IMAGING; CANCER,2013-04-01,1,2014-03-31,"Ultrasound, Elastography, Prostate",5,5
"Sanche, Leon",,,0,,,,,,,,,,,,,,,,,,,,Universite de Sherbrooke,Quebec,Proof of Principle Program - Phase I,201202PPP,Proof of Principle,Developpement de composes antineoplasiques radiosensibilisants achemines par nano transporteur liposomal.,159149,0,1,159149,1,Cancer Research,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; BRAIN TUMORS THERAPY; CANCER; DRUG RESEARCH,2012-10-01,1,2013-09-30,"antineoplasiques, radiosensibilisants, liposomal",0,0
"Santamaria, Pere",Parvus Therapeutics,,1,,,,,,,,,,,,,,,,,,,,University of Calgary,Alberta,Proof of Principle Program - Phase I,200810PPP,Proof of Principle,Evaluation of Nanoparticles for the Treatment of Autoimmune Conditions,150000,0,1,150000,1,Infection and Immunity,ENDOCRINOLOGY; DIABETES MELLITUS; IMMUNOLOGY-TRANSPLANTATION; METABOLISM/DIABETES,2009-01-01,1,2009-12-31,"Nanoparticles, Autoimmune",3,3
"Saragovi, Horacio U",Mimetogen Pharmaceuticals inc.,,2,,,,,,,,,,,,,,,,,,,,CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Proof of Principle Program - Phase II,200910PP2,Proof of Principle,Neuroprotection Rescue Strategies for Retinal Degeneration Diseases,250000,0,1,957600,6,Aging,DISEASES AFFECTING SPEECH/VISION/HEARING; AGING; VISION,2010-04-01,1,2011-03-31,"Neuroprotection, Retinal, Degeneration",5,15
"Saragovi, Horacio U",AOA Dx Inc,,,,,,,,,,,,,,,,,,,,,,CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Proof of Principle Program - Phase I,201202PPP,Proof of Principle,Cancer vaccines targeting the ganglioside tumor-marker GD2,157600,0,1,,,Cancer Research,CANCER THERAPY GENERAL; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; CANCER; IMMUNOLOGY-TRANSPLANTATION,2012-10-01,1,2013-09-30,"cancer, vaccines, GD2",6,
"Saragovi, Horacio U",Mimetogen Pharmaceuticals inc.,,,,,,,,,,,,,,,,,,,,,,CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Proof of Principle Program - Phase II,201509PP2,Proof of Principle,Therapy for motor neuron degeneration diseases targeting the opposing ligand-dependent signals of two TrkC receptor isoforms,300000,0,1,,,"Neurosciences, Mental Health and Addiction",AMYOTROPHIC LATERAL SCLEROSIS (ALS); DISEASES AFFECTING SPEECH/VISION/HEARING; NERVOUS SYSTEM; DRUG RESEARCH,2016-04-01,1,2017-03-31,"motor neuron, TrkC, receptor",5,
"Saragovi, Horacio U",AOA Dx Inc,,,,,,,,,,,,,,,,,,,,,,CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant - PA: Cancer Research - Cancer Prevention,202010PXX,Commercialization,Innovation of Proprietary Liquid Biopsy Assays for Diagnosis of Early Stage Ovarian Cancer,100000,0,1,,,Cancer Research,"Commercialization-Technology Transfer; Cancer-Cancer Progression and Metastasis; Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; glycomics. We quantify gangliosides which are glycolipids with a glycan and a lipid component",2021-10-01,1,2023-09-30,"Liquid biopsy, ovarian cancer, diagnosis",5,
"Saragovi, Horacio U",AOA Dx Inc,,,,,,,,,,,,,,,,,,,,,,CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant,202104PJT,Commercialization,Innovation of Proprietary Liquid Biopsy Assays for Diagnosis of Early Stage Ovarian Cancer,650251,0,2,,,Cancer Research,"Commercialization-Technology Transfer; Cancer-Cancer Progression and Metastasis; Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; glycomics. We quantify gangliosides which are glycolipids with a glycan and a lipid component",2021-10-01,1,2023-09-30,"Liquid biopsy, ovarian cancer, diagnosis",5,
"Sarunic, Marinko V",,,0,,,,,,,,,,,,,,,,,,,,"Simon Fraser University (Burnaby, B.C.)",British Columbia,Project Grant,201809PJT,Commercialization,Sensorless Adaptive Optics Optical Coherence Tomography for Clinical Ophthalmology,493425,0,3,493425,3,Aging,Biomedical Engineering-Biomedical Imaging,2019-04-01,1,2018-03-31,"Adaptive optics, Optical coherence tomography, Ophthalmology",3,3
"Schang, Luis M",Pro-physis inc.,,0,,,,,,,,,,,,,,,,,,,,University of Alberta,Alberta,Proof of Principle Program Phase I - Drug Development,200904PDD,Proof of Principle,Novel Inhibitors of Viral Infectivity,150000,0,1,150000,1,Infection and Immunity,VIRAL; LIVER DISEASE; VIROLOGY; GASTROINTESTINAL (LIVER),2009-07-01,1,2010-06-30,"Viral, Inhibitors, Infectivity",0,0
"Schimmer, Aaron D",Stem Cell Therapeutics,,1,,,,,,,,,,,,,,,,,,,,University Health Network (Toronto),Ontario,Proof of Principle Program - Phase I,201009PPP,Proof of Principle,Repositioning tigecycline for the treatment of leukemia,156750,0,1,156750,1,Cancer Research,LEUKAEMIAS; CANCER THERAPY GENERAL; CANCER; CELL BIOLOGY,2011-04-01,1,2012-03-31,"tigecycline, leukemia, repositioning",1,1
"Schrader, John W",ImmGenics Pharmaceuticals,,1,,,,,,,,,,,,,,,,,,,,University of British Columbia,British Columbia,Proof of Principle Program - Phase I,201009PPP,Proof of Principle,Preclinical evaluation of a truly human monoclonal antibody for the therapy of infections with a broad spectrum of influenza viruses,160000,0,1,160000,1,Infection and Immunity,VIRAL; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; IMMUNOLOGY-TRANSPLANTATION; DRUG RESEARCH,2011-04-01,1,2012-03-31,"monoclonal antibody, influenza viruses, infections",2,2
"Schweizer, Frank",,,0,,,,,,,,,,,,,,,,,,,,University of Manitoba,Manitoba,Proof of Principle Program - Phase I,200810PPP,Proof of Principle,Preclinical evaluation of antimicrobial ultrashort aminoglycoside- peptide conjugates,150000,0,1,596128,7,Infection and Immunity,INFECTIOUS AND PARASITIC; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; DRUG RESEARCH; HEALTH RESEARCH,2009-01-01,1,2009-12-31,"antimicrobial, aminoglycoside, peptide",11,11
"Schweizer, Frank",,,,,,,,,,,,,,,,,,,,,,,University of Manitoba,Manitoba,Proof of Principle Program - Phase I,201109PPP,Proof of Principle,Optimization and preclinical studies on amphiphilic aminoglycoside antimicrobials (AAAs),160000,0,1,,,Infection and Immunity,INFECTIOUS AND PARASITIC; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; HEALTH RESEARCH; DRUG RESEARCH,2012-04-01,1,2013-03-31,"amphiphilic, aminoglycoside, antimicrobials",7,
"Schweizer, Frank",,,,,,,,,,,,,,,,,,,,,,,University of Manitoba,Manitoba,Project Grant - Priority Announcement: Infection and Immunity,201909PJ4,Commercialization,Rescuing beta-lactam antibiotic/beta-lactamase inhibitor combinations from resistance against multidrug-resistant Gram-negative pathogens,100000,0,1,,,Infection and Immunity,"Immunology and Infection-Antimicrobial Drug Resistance, Drug Discovery and Therapeutics (including vaccines)",2020-03-01,1,2021-02-28,"beta-lactam, beta-lactamase, antibiotic",3,
"Schweizer, Frank",,,,,,,,,,,,,,,,,,,,,,,University of Manitoba,Manitoba,Project Grant,202003PJT,Commercialization,Rescuing beta-lactam antibiotic/beta-lactamase inhibitor combinations from resistance against multidrug-resistant Gram-negative pathogens,654075,0,4,,,Infection and Immunity,"Immunology and Infection-Antimicrobial Drug Resistance, Drug Discovery and Therapeutics (including vaccines)",2020-03-01,1,2021-02-28,"beta-lactam, beta-lactamase, antibiotic",3,
"Seidah, Nabil G",Liphorus Pharmaceuticals,,1,,,,,,,,,,,,,,,,,,,,Institut de recherches cliniques de Montreal,Quebec,Proof of Principle Program - Phase II,201209PP2,Proof of Principle,Validation of PCSK9 single domain antibodies in cholesterol regulation in humanized mice,186128,0,1,186128,1,"Nutrition, Metabolism and Diabetes",DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; METABOLISM AND NUTRITION; CARDIOVASCULAR; METABOLISM/DIABETES,2013-04-01,1,2014-03-31,"PCSK9, antibodies, cholesterol",2,2
"Shapiro, James",ProtoKinetix,,1,,,,,,,,,,,,,,,,,,,,University of Alberta,Alberta,Proof of Principle Program - Phase I,201509PPP,Proof of Principle,Preclinical Development of Novel Biomaterials for the Creation of a Deviceless Pre-Vascularized Site for Islet and Cellular Transplantation,157126,0,1,157126,1,"Nutrition, Metabolism and Diabetes",DIABETES MELLITUS; ENDOCRINOLOGY; IMMUNOLOGY-TRANSPLANTATION; METABOLISM/DIABETES,2016-04-01,1,2017-03-31,"Biomaterials, Prevascularized site, Transplantation",0,0
"Sheardown, Heather D",20/20 OptimEyes Technologies,,1,,,,,,,,,,,,,,,,,,,,McMaster University,Ontario,Project Grant,202109PJT,Commercialization,A novel eye drop platform to improve ocular therapies,531674,0,3,531674,3,Aging,"Commercialization-Technology Transfer; Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics",2022-04-01,1,2025-03-31,"eye drop, ocular, therapies",0,0
"Sheppard, Donald C",,,0,,,,,,,,,,,,,,,,,,,,Research Institute of the McGill University Health Centre,Quebec,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Recombinant hydrolases as anti-biofilm therapies for Aspergillus infections,151459,0,1,151459,1,Infection and Immunity,INFECTIOUS AND PARASITIC; PNEUMONIA; BACTERIOLOGY; IMMUNOLOGY-TRANSPLANTATION,2015-10-01,1,2016-09-30,"recombinant hydrolases, anti-biofilm, Aspergillus",1,1
"Sherar, Michael D",,,0,,,,,,,,,,,,,,,,,,,,University Health Network (Toronto),Ontario,Proof of Principle Program - Phase I,201209PPP,Proof of Principle,Treatment Planning and Guidance Software Platform for Minimally Invasive Ablation Therapies,145925,10000,1,155925,1,Cancer Research,CANCER THERAPY GENERAL; BIOPHYSICS; CANCER,2013-04-01,1,2014-03-31,"Ablation, Guidance, Software",1,1
"Shlien, Adam",NewCode Oncology,,1,,,,,,,,,,,,,,,,,,,,Hospital for Sick Children (Toronto),Ontario,Project Grant,202303PJT,Commercialization,Development of an RNA-based test for diagnosing and monitoring bone and soft tissue cancers,240976,0,1,240976,1,Cancer Research,Cancer-Cancer Progression and Metastasis; Commercialization-Technology Transfer; Artificial Intelligence-Machine Learning,2023-10-01,1,2024-09-30,"RNA, diagnosis, cancers",1,1
"Shoichet, Molly S","AmacaThera, Inc.",,1,,,,,,,,,,,,,,,,,,,,University of Toronto,Ontario,Proof of Principle Program - Phase I,201003PPP,Proof of Principle,Commercial Development of Bioengineered Therapeutic Strategy for Spinal Cord Injury,159996,0,1,159996,1,"Neurosciences, Mental Health and Addiction",SPINAL CORD DISEASE; NERVOUS SYSTEM,2010-10-01,1,2011-09-30,"Bioengineered, Therapeutic, Spinal Cord Injury",2,2
"Sibille, Etienne",Damona Pharmaceuticals (Alpha Cog),,1,,,,,,,,,,,,,,,,,,,,Centre for Addiction and Mental Health (Toronto),Ontario,Project Grant,201803PJT,Commercialization,Novel therapeutic targeting for cognitive deficits in depression and aging,550800,0,3,550800,3,"Neurosciences, Mental Health and Addiction",Mental Health and Behavioural Conditions-Mental Health and Addiction; Aging-Aging Process and Biological Determinants of Aging,2018-10-01,1,2021-09-30,"therapeutic, cognitive deficits, depression",4,4
"Sidhu, Sachdev S","Pionyr Immunotherapeutics, Aarvik Therapeutics",,2,,,,,,,,,,,,,,,,,,,,University of Toronto,Ontario,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Highly specific therapeutic-grade anti-FGFR1 antibodies with anti-proliferative effects,160000,0,1,160000,1,Cancer Research,CANCER THERAPY GENERAL; MOLECULAR BIOLOGY; CANCER,2015-10-01,1,2016-09-30,"anti-FGFR1, antibodies, anti-proliferative",0,0
"Sinton, David A",,,0,,,,,,,,,,,,,,,,,,,,University of Toronto,Ontario,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,High Quality Sperm Selection for Assisted Reproductive Technology,159904,0,1,159904,1,"Human Development, Child and Youth Health",INFERTILITY MALE; INFERTILITY FEMALE; REPRODUCTION/PREGNANCY,2015-04-01,1,2016-03-31,"Sperm, Selection, Reproductive",4,4
"Sipione, Simonetta",,,0,,,,,,,,,,,,,,,,,,,,University of Alberta,Alberta,Proof of Principle Program Phase I - Drug Development,201102PDD,Proof of Principle,Development of ganglioside-based therapies for Huntington's disease,159196,0,1,159196,1,"Neurosciences, Mental Health and Addiction",HUNTINGTON'S DISEASE; MULTIPLE DISEASE RELEVANCE; NERVOUS SYSTEM; CELL BIOLOGY,2011-10-01,1,2012-09-30,"ganglioside, Huntington's disease, therapies",1,1
"Slim, Rima",,,0,,,,,,,,,,,,,,,,,,,,McGill University,Quebec,Proof of Principle Program - Phase I,201202PPP,Proof of Principle,NLRP7-based diagnosis of female reproduction wastage,160000,0,1,160000,1,Genetics,PREGNANCY/BIRTH; PERINATAL; GENETICS; REPRODUCTION/PREGNANCY,2012-10-01,1,2013-09-30,"NLRP7, diagnosis, female reproduction",0,0
"Snutch, Terrance P",Neuromed Pharmaceuticals Inc.,,1,,,,,,,,,,,,,,,,,,,,University of British Columbia,British Columbia,Proof of Principle Program - Phase I,201509PPP,Proof of Principle,Identification of SLC26A11 blockers to prevent neuronal swelling and cell death,160000,0,1,160000,1,"Neurosciences, Mental Health and Addiction",CNS ORGANIC; MULTIPLE DISEASE RELEVANCE; DRUG RESEARCH; NERVOUS SYSTEM,2016-04-01,1,2017-03-31,"SLC26A11, blockers, neuronal swelling",0,0
"Sonenberg, Nahum",,,0,,,,,,,,,,,,,,,,,,,,McGill University,Quebec,Proof of Principle Program - Phase I,200810PPP,Proof of Principle,Identification of novel compounds inhibiting viral infections,150000,0,1,150000,1,Infection and Immunity,VIRAL; MULTIPLE DISEASE RELEVANCE; VIROLOGY; MOLECULAR BIOLOGY,2009-01-01,1,2009-12-31,"compounds, inhibiting, viral infections",0,0
"St-Pierre, Yves",,,0,,,,,,,,,,,,,,,,,,,,"INRS - (Quebec, QC)",Quebec,Project Grant,201809PJT,Commercialization,GAL-7-specific nanobodies for treatment of triple-negative breast cancer,371024,0,3,371024,3,Cancer Research,Commercialization-Intellectual Property,2019-04-01,1,2022-03-31,"GAL-7, nanobodies, breast cancer",3,3
"Stagljar, Igor",Dualsystems Biotech Inc.,,1,,,,,,,,,,,,,,,,,,,,University of Toronto,Ontario,Proof of Principle Program - Phase I,201209PPP,Proof of Principle,"Development of the Mammalian Membrane Two-Hybrid (MaMTH) technology, a novel protein interaction and drug discovery tool",160000,0,1,160000,1,Cancer Research,CANCER THERAPY GENERAL; MULTIPLE DISEASE RELEVANCE; MOLECULAR BIOLOGY; BIOCHEMISTRY,2013-04-01,1,2014-03-31,"Membrane, Two-Hybrid, Protein interaction",3,3
"Steinberg, Gregory R",Espervita Therapeutics ,,1,,,,,,,,,,,,,,,,,,,,McMaster University,Ontario,Proof of Principle Program - Phase I,201402PPP,Proof of Principle,Development of a new therapy targeting adipose tissue metabolism for the treatment of obesity,160000,0,1,160000,1,"Nutrition, Metabolism and Diabetes",OBESITY; ENDOCRINOLOGY; METABOLISM/DIABETES,2014-10-01,1,2015-09-30,"adipose tissue, metabolism, obesity",4,4
"Stojdl, David F",Turnstone Biologics,,1,,,,,,,,,,,,,,,,,,,,Children's Hospital of Eastern Ontario Research Institute Inc,Ontario,Proof of Principle Program - Phase I,201302PPP,Proof of Principle,Chimeric Oncolytic Virus for Brain Cancer Treatment,160000,0,1,160000,1,Cancer Research,BRAIN TUMORS THERAPY; CANCER THERAPY GENERAL,2013-10-01,1,2014-09-30,"Chimeric, Oncolytic Virus, Brain Cancer",3,3
"Sutherland, Garnette R",OrbSurgical Ltd.,,1,,,,,,,,,,,,,,,,,,,,University of Calgary,Alberta,Project Grant,201709PJT,Commercialization,The SmartForceps System: An intelligent and innovative tool technology for recording surgical performance and skill,520200,0,3,1300500,6,Health Services and Policy Research,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Health Services and Systems-Healthcare Safety & Quality Improvement",2018-04-01,1,2021-03-31,"SmartForceps, surgical, recording",2,2
"Sutherland, Garnette R",,,,,,,,,,,,,,,,,,,,,,,University of Calgary,Alberta,Project Grant,202303PJT,Commercialization,An Intelligent Workstation for Robot-Assisted Microsurgery & Tele-Operations,780300,0,3,,,Health Services and Policy Research,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation",2023-10-01,1,2026-09-30,"Robot-assisted, Microsurgery, Tele-operations",0,
"Tabrizian, Maryam",,,0,,,,,,,,,,,,,,,,,,,,McGill University,Quebec,Proof of Principle Program - Phase I,201402PPP,Proof of Principle,A Novel Injectable Chitosan Sponge Containing BMP-7 as a Therapeutic Intervention for Accelerated Bone Formation in a Critical Size Defect Rat Model,160000,0,1,160000,1,Musculoskeletal Health and Arthritis,"BONE CANCER; INJURY, REGENERATION; MUSCLE, BONE, OR JOINT; DRUG RESEARCH",2014-10-01,1,2015-09-30,"Chitosan, BMP-7, Bone Formation",1,1
"Tamimi, Faleh",INViCARE,,1,,,,,,,,,,,,,,,,,,,,McGill University,Quebec,Proof of Principle Program - Phase I,201209PPP,Proof of Principle,Biocompatible inorganic nanogel system for medical applications,150160,0,1,150160,1,Musculoskeletal Health and Arthritis,"DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; INJURY, REGENERATION; DENTAL SCIENCE - Oral Biology; DRUG RESEARCH",2013-04-01,1,2014-03-31,"Biocompatible, nanogel, inorganic",0,0
"Tavallaei, Mohammad A",Magellan Biomedical Inc.,,1,,,,,,,,,,,,,,,,,,,,Toronto Metropolitan University,Ontario,Project Grant,202403PJT,Commercialization,Design Revisions and Validations of a Catheter Steering and Navigation System For Peripheral Endovascular Revascularization,501076,0,3,501076,3,Circulatory and Respiratory Health,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation",2024-10-01,1,2027-09-30,"Catheter, Steering, Revascularization",0,0
"Tessier, Philippe A",InflammatoRx inc.,,1,,,,,,,,,,,,,,,,,,,,Universite Laval,Quebec,Proof of Principle Program - Phase I,200904PPP,Proof of Principle,Development of anti-S100 proteins for the treatment of arthritis,142600,0,1,142600,1,Musculoskeletal Health and Arthritis,"ARTHRITIS/OSTEOARTHRITIS; CHRONIC INFLAMMATORY BOWEL DISEASE; IMMUNOLOGY-TRANSPLANTATION; MUSCLE, BONE, OR JOINT",2009-07-01,1,2010-06-30,"S100 proteins, arthritis",6,6
"Towler, Mark R",Solas Operations,,1,,,,,,,,,,,,,,,,,,,,Toronto Metropolitan University,Ontario,Project Grant,201803PJT,Commercialization,"Development of a Proprietary, Glass-Based Adhesive for Sternal Fixation and Stabilisation.",602438,0,3,602438,3,Musculoskeletal Health and Arthritis,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Musculoskeletal Health-Bone, Skin and Cartilage Sciences",2018-10-01,1,2021-09-30,"Glass, Adhesive, Sternal",0,0
"Tremblay, Jacques P",,,0,,,,,,,,,,,,,,,,,,,,Universite Laval,Quebec,Proof of Principle Program - Phase I,201209PPP,Proof of Principle,Development of a treatment for Friedreich ataxia based on the administration of TALE proteins targeting the frataxin promoter.,160000,0,1,478781,2,Genetics,CONGENITAL ANOMALIES; MOLECULAR BIOLOGY,2013-04-01,1,2014-03-31,"Friedreich ataxia, TALE proteins, frataxin",4,4
"Tremblay, Jacques P",,,,,,,,,,,,,,,,,,,,,,,Universite Laval,Quebec,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Alzheimer treatment based on the editing of the Amyloid Precursor Protein gene,159931,0,1,,,Aging,ALZHEIMER'S DISEASE; AGING; MOLECULAR BIOLOGY; GENETICS,2015-10-01,1,2016-09-30,"Alzheimer, gene editing, Amyloid Precursor Protein",1,
"Tremblay, Michel L",Kanyr Pharma Inc.,,1,,,,,,,,,,,,,,,,,,,,McGill University,Quebec,Proof of Principle Program Phase I - Drug Development,201003PDD,Proof of Principle,Discovery and uses of a new class of small molecule inhibitors of tyrosine phosphatases.,158850,0,1,158850,1,Cancer Research,MULTIPLE DISEASE RELEVANCE; BREAST CANCER THERAPY; BIOCHEMISTRY; DRUG RESEARCH,2010-10-01,1,2011-09-30,"small molecule, tyrosine phosphatases, inhibitors",4,4
"Trifiro, Mark A",Guzzo Nano Research Corporation,,1,,,,,,,,,,,,,,,,,,,,CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Targeting novel BioNanofluids for prostate cancer therapy,148240,11000,1,159240,1,Cancer Research,PROSTATE AND BLADDER CANCER; PROSTATE AND BLADDER CANCER THERAPY,2015-04-01,1,2016-03-31,"BioNanofluids, prostate cancer, targeting",0,0
"Tsantrizos, Youla S",,,0,,,,,,,,,,,,,,,,,,,,McGill University,Quebec,Proof of Principle Program - Phase I,201309PPP,Proof of Principle,Benchmark proprietary pyridine- and thienopyrimidine-based bisphosphonates against the standard of care drug Zometae in the treatment of multiple myeloma,160000,0,1,160000,1,Cancer Research,CANCER THERAPY GENERAL; BONE CANCER THERAPY; DRUG RESEARCH; CANCER,2014-04-01,1,2015-03-31,"pyridine, bisphosphonates, myeloma",2,2
"Tsao, Ming-Sound",,,0,,,,,,,,,,,,,,,,,,,,University Health Network (Toronto),Ontario,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Development of a monoclonal antibody for integrin alpha-11 to treat lung cancer,160000,0,1,160000,1,Cancer Research,LUNG CANCER; LUNG CANCER THERAPY; CANCER; DRUG RESEARCH,2015-04-01,1,2016-03-31,"monoclonal antibody, integrin alpha-11, lung cancer",0,0
"Turvey, Stuart E",,,0,,,,,,,,,,,,,,,,,,,,University of British Columbia,British Columbia,Proof of Principle Program Phase I - Drug Development,200904PDD,Proof of Principle,Development of a TLR5 antagonist as a novel anti-inflammatory therapy for cystic fibrosis,150000,0,1,150000,1,Infection and Immunity,IMMUNOLOGY-TRANSPLANTATION; BIOCHEMISTRY,2009-07-01,1,2010-06-30,"TLR5, antagonist, cystic fibrosis",0,0
"Uludag, Hasan",RJH Biosciences,,1,,,,,,,,,,,,,,,,,,,,University of Alberta,Alberta,Project Grant,202210PJT,Commercialization,New Treatment of Blood Cancers with Improved Delivery of Nucleic Acids,100000,0,1,100000,1,Cancer Research,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Cancer-Cancer Drug Development and Therapeutics; Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery",2023-04-01,1,2024-03-31,"Blood cancers, Nucleic acids, Delivery",0,0
"Underhill, Michael",,,0,,,,,,,,,,,,,,,,,,,,University of British Columbia,British Columbia,Proof of Principle Program - Phase I,201009PPP,Proof of Principle,Novel Applications of Potassium Channel Blockers in Arthritis,146400,0,1,146400,1,Musculoskeletal Health and Arthritis,"ARTHRITIS/OSTEOARTHRITIS; MUSCULO SKELETAL; MUSCLE, BONE, OR JOINT; AGING",2011-04-01,1,2012-03-31,"Potassium Channel, Blockers, Arthritis",0,0
"Unrau, Peter J",Aptamer Innovations,,1,,,,,,,,,,,,,,,,,,,,"Simon Fraser University (Burnaby, B.C.)",British Columbia,Project Grant,202210PJT,Commercialization,Commercialization of RNA Mango fluorogenic aptamers: RNA Pulldown and Imaging Tools for Therapeutic and Diagnostic pipelines,100000,0,1,100000,1,Infection and Immunity,"Commercialization-Intellectual Property; Commercialization-Technology Transfer; Immunology and Infection-Antimicrobial Drug Resistance, Drug Discovery and Therapeutics (including vaccines)",2023-04-01,1,2024-03-31,"RNA, Fluorogenic, Imaging",0,0
"Vanner, Stephen J",pHarm Therapeutics Inc.,,1,,,,,,,,,,,,,,,,,,,,"Queen's University (Kingston, Ontario)",Ontario,Project Grant,202303PJT,Commercialization,Developing a potent non-addictive analgesic as an alternative to conventional opioids,665550,0,3,665550,3,"Neurosciences, Mental Health and Addiction","Commercialization-Industry Research & Development; Neurosciences-Sensory Systems (including visual, auditory and pain)",2023-10-01,1,2026-09-30,"analgesic, opioids, non-addictive",0,0
"Verma, Subodh S",,,0,,,,,,,,,,,,,,,,,,,,Unity Health Toronto,Ontario,Proof of Principle Program - Phase I,200904PPP,Proof of Principle,Evaluation of BRCA1 as a Novel Therapeutic Strategy for Endothelial Dysfunction and Atherosclerosis,149998,0,1,149998,1,Circulatory and Respiratory Health,ATHEROSCLEROSIS; CARDIOVASCULAR,2009-07-01,1,2010-06-30,"BRCA1, Endothelial Dysfunction, Atherosclerosis",1,1
"Waldman, Stephen D",,,0,,,,,,,,,,,,,,,,,,,,"Queen's University (Kingston, Ontario)",Ontario,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,Tissue engineered cartilage suitable for the repair of clinically-relevant sized defects,148139,0,1,148139,1,Musculoskeletal Health and Arthritis,"INJURY, REGENERATION; ARTHRITIS/OSTEOARTHRITIS; MUSCLE, BONE, OR JOINT; BIOPHYSICS",2010-04-01,1,2011-03-31,"tissue engineering, cartilage, repair",1,1
